site,site_url,agent,category,severity,adjudicator,title,evidence,human_verdict
bharat-forge,https://www.bharatforge.com/,vishal,other,medium,abstain,Missing high-ROI schema types for AI answer generation,"Observed on 3 sampled pages. None of the sampled pages use schema types specifically optimised for AI answer generation: FAQPage, HowTo, QAPage, Speakable. These schema types directly enable AI assistants to extract and cite answers from the site. FAQPage lets AI cite specific Q&A pairs; HowTo gener",
bharat-forge,https://www.bharatforge.com/,vishal,other,medium,abstain,No direct-answer content patterns detected,"Observed on 3 sampled pages. None of the sampled pages contain explicit question-and-answer style content. AI assistants specifically look for content that directly answers questions ('What is X?', 'How does X work?', 'Why should I use X?') because this is the format they cite in conversational resp",
bharat-forge,https://www.bharatforge.com/,vishal,other,low,abstain,Site does not use HTTPS,The target URL http://127.0.0.1:33297/ uses HTTP instead of HTTPS. AI systems and search engines strongly prefer HTTPS sites. Lack of HTTPS reduces trust signals and may cause content to be deprioritised or flagged as insecure.,
bharat-forge,https://www.bharatforge.com/,vishal,other,low,abstain,Inconsistent entity naming in body text,"Observed on 2 sampled pages. Potentially inconsistent entity name variations detected in visible page text: 'Bharat Forge / Bharat Forge Ltd' across http://127.0.0.1:33297/media/press-releases, http://127.0.0.1:33297/. Using different forms of the same name across pages can confuse AI entity resolut",
bharat-forge,https://www.bharatforge.com/,vishal,other,low,abstain,No speakable schema markup,No page in the sampled set uses Schema.org 'speakable' markup. Speakable identifies sections of content that are especially suitable for text-to-speech and voice assistant answers. Adding speakable markup makes the site's content more likely to be read aloud by voice assistants.,
bharat-forge,https://www.bharatforge.com/,vishal,other,low,abstain,No machine-readable publication or modification date,"Observed on 3 sampled pages. http://127.0.0.1:33297/ has no <meta> tags for article:published_time, article:modified_time, or similar date properties. Machines cannot determine content freshness from metadata.",
bharat-forge,https://www.bharatforge.com/,vishal,other,low,abstain,No hreflang tags for international content,"http://127.0.0.1:33297/ is the homepage but has no hreflang link elements. If the site targets users in multiple countries or languages, hreflang helps AI assistants serve the correct language/region version to each user (Appendix E: personalization signals).",
chargebee,https://www.chargebee.com/,deterministic,entity_identity,high,abstain,Inconsistent Entity/Brand Names,"The website uses 6 different names to refer to the same entity: 'Chargebee Inc', 'Chargebee for Startups', 'Chargebee: Billing & Monetization for SaaS and AI Companies', 'Every Pricing Model,One Billing System', 'Latest GartnerÂ® Magic Quadrantâ\x84¢ for Recurring Billing Applications', 'Plans and P",
chargebee,https://www.chargebee.com/,deterministic,structured_data,low,no,Missing Organization Structured Data,JSON-LD is present (types: unknown) but no Organization/Corporation type was found. AI systems use Organization schema to identify the entity behind the website.,
chargebee,https://www.chargebee.com/,reasoning,entity_identity,high,abstain,Entity Identity Ambiguity,"An AI system attempting to identify this brand would encounter 6 different names: 'Every Pricing Model,One Billing System', 'Chargebee Inc', 'Chargebee for Startups', 'Plans and Pricing', 'Latest GartnerÂ® Magic Quadrantâ\x84¢ for Recurring Billing Applications', 'Chargebee: Billing & Monetization f",
chargebee,https://www.chargebee.com/,specialist,crawlability,critical,no,HTTP 404 Error,GET http://127.0.0.1:46095/billing/plan-pricing-catalog/ returned 404.,
chargebee,https://www.chargebee.com/,specialist,entity_identity,high,abstain,Entity Name Inconsistency,"5 distinct names across 5 roots: 'Every Pricing Model,One Billing System', 'Chargebee Inc', 'Chargebee for Startups', 'Plans and Pricing', 'Latest GartnerÂ® Magic Quadrantâ\x84¢ for Recurring Billing Applications'.",
chargebee,https://www.chargebee.com/,hybrid,entity_identity,high,abstain,Entity Identity Ambiguity,"An AI system attempting to identify this brand would encounter 6 different names: 'Every Pricing Model,One Billing System', 'Chargebee Inc', 'Chargebee for Startups', 'Plans and Pricing', 'Latest GartnerÂ® Magic Quadrantâ\x84¢ for Recurring Billing Applications', 'Chargebee: Billing & Monetization f",
chargebee,https://www.chargebee.com/,hybrid,structured_data,low,no,Missing Organization Structured Data,JSON-LD is present (types: unknown) but no Organization/Corporation type was found. AI systems use Organization schema to identify the entity behind the website.,
chargebee,https://www.chargebee.com/,vishal,other,critical,abstain,Page unreachable,Observed on 3 sampled pages. Failed to fetch http://127.0.0.1:46095/blog/: HTTP Error 404: File not found.,
chargebee,https://www.chargebee.com/,vishal,other,high,abstain,Broken internal links detected,Observed on 6 sampled pages. http://127.0.0.1:46095/ links to pages that return errors: http://127.0.0.1:46095/trial-signup/ → HTTP 404,
chargebee,https://www.chargebee.com/,vishal,other,high,abstain,Missing H1 heading,Observed on 2 sampled pages. http://127.0.0.1:46095/resources/guides/gartner-magic-quadrant-2026/ has no <h1> tag. Visitors arriving from an AI answer cannot quickly confirm the page is relevant to their question.,
chargebee,https://www.chargebee.com/,vishal,other,medium,abstain,Canonical points to a different URL,"Observed on 4 sampled pages. http://127.0.0.1:46095/ has <link rel='canonical' href='https://www.chargebee.com/'> which resolves to https://www.chargebee.com/, different from the fetched URL http://127.0.0.1:46095/. Crawlers may skip this page in favour of the canonical target.",
chargebee,https://www.chargebee.com/,vishal,other,medium,abstain,Inconsistent brand name in page titles,Observed on 3 sampled pages. Multiple brand name variations found in <title> tags: 'Get Your Complimentary Report' on http://127.0.0.1:46095/resources/guides/gartner-magic-quadrant-2026/; 'Chargebee' on http://127.0.0.1:46095/pricing/; 'Get Started for Free' on http://127.0.0.1:46095/startups/. Cons,
chargebee,https://www.chargebee.com/,vishal,other,medium,abstain,Inconsistent address across pages,"Observed on 2 sampled pages. Different values found across the site: http://127.0.0.1:46095/resources/guides/gartner-magic-quadrant-2026/ shows 12 August; http://127.0.0.1:46095/pricing/ shows 5 Request, 50 quotes free First. AI assistants may cite the wrong address.",
chargebee,https://www.chargebee.com/,vishal,other,medium,abstain,Heading hierarchy skips levels,"Observed on 2 sampled pages. http://127.0.0.1:46095/ has heading hierarchy violations: Jumps from H1 to H3 ('Footer'...) . Skipping heading levels reduces the clarity of page structure for AI content parsers and screen readers, potentially causing misextraction of document hierarchy.",
chargebee,https://www.chargebee.com/,vishal,other,medium,abstain,Deep page without breadcrumbs,http://127.0.0.1:46095/resources/guides/gartner-magic-quadrant-2026/ is 3 levels deep but has no breadcrumb navigation. Visitors lose context about where they are in the site hierarchy.,
chargebee,https://www.chargebee.com/,vishal,other,medium,abstain,Multiple H1 tags on a single page,"http://127.0.0.1:46095/pricing/ contains 4 <h1> elements: ""Complete billing automation for (ambitiously) hybrid revenue""; ""Billing-Integrated Q2C. From Deal to Revenue in One Smooth F""; ""Acquire, expand, and retain subscribers with billing-powered"". Multiple H1s confuse AI systems about the primary ",
chargebee,https://www.chargebee.com/,vishal,other,medium,abstain,Page with Q&A content lacks FAQPage schema,"Observed on 2 sampled pages. http://127.0.0.1:46095/pricing/ contains 3 question-style sentences (e.g., 'One of our product experts will be reaching out to you to di...') but no FAQPage JSON-LD schema. AI assistants specifically target FAQPage markup to extract direct question-answer pairs for conve",
chargebee,https://www.chargebee.com/,vishal,other,medium,abstain,sameAs present but missing high-value profiles,"The homepage has sameAs links (LinkedIn, Twitter/X, G2) but is missing links to key authoritative profiles: Crunchbase, Wikidata, Wikipedia. High-value profiles like Wikipedia and Wikidata are the primary sources AI systems use to verify entity identity.",
chargebee,https://www.chargebee.com/,vishal,other,medium,abstain,No contact information on homepage,"The homepage contains no phone number or email address in visible text. When users ask AI assistants for contact information about a brand, the assistant needs this data in directly readable text on a page it can access and cite. If contact info is only in an image or behind a contact form, it canno",
chargebee,https://www.chargebee.com/,vishal,other,medium,abstain,Missing high-ROI schema types for AI answer generation,"Observed on 3 sampled pages. None of the sampled pages use schema types specifically optimised for AI answer generation: HowTo, QAPage, Speakable. These schema types directly enable AI assistants to extract and cite answers from the site. FAQPage lets AI cite specific Q&A pairs; HowTo generates step",
chargebee,https://www.chargebee.com/,vishal,other,low,abstain,Site does not use HTTPS,The target URL http://127.0.0.1:46095/ uses HTTP instead of HTTPS. AI systems and search engines strongly prefer HTTPS sites. Lack of HTTPS reduces trust signals and may cause content to be deprioritised or flagged as insecure.,
chargebee,https://www.chargebee.com/,vishal,other,low,abstain,Lazy-loaded images without noscript fallback,Observed on 4 sampled pages. http://127.0.0.1:46095/ has 55 lazy-loaded images (loading='lazy') but no <noscript> fallback. Crawlers that do not execute JavaScript may not load these images.,
chargebee,https://www.chargebee.com/,vishal,other,low,abstain,No speakable schema markup,No page in the sampled set uses Schema.org 'speakable' markup. Speakable identifies sections of content that are especially suitable for text-to-speech and voice assistant answers. Adding speakable markup makes the site's content more likely to be read aloud by voice assistants.,
cmi,https://www.cmi.ac.in/,reasoning,engagement,high,abstain,No Site Navigation for User or Bot Orientation,"The site has no <nav> element and fewer than 2 navigation links. A user arriving from an AI citation cannot discover related pages, understand the site structure, or continue engaging with the brand.",
cmi,https://www.cmi.ac.in/,specialist,crawlability,critical,no,HTTP 404 Error,GET http://127.0.0.1:38311/~mkummini/agcmi2026/index.php returned 404.,
cmi,https://www.cmi.ac.in/,hybrid,engagement,high,abstain,No Site Navigation for User or Bot Orientation,"The site has no <nav> element and fewer than 2 navigation links. A user arriving from an AI citation cannot discover related pages, understand the site structure, or continue engaging with the brand.",
cmi,https://www.cmi.ac.in/,vishal,other,critical,abstain,Page unreachable,Observed on 2 sampled pages. Failed to fetch http://127.0.0.1:38311/contact/: HTTP Error 404: File not found.,
cmi,https://www.cmi.ac.in/,vishal,other,high,abstain,No sameAs links for entity disambiguation,"Observed on 3 sampled pages. No page in the sampled set contains JSON-LD 'sameAs' links pointing to authoritative external profiles (Wikipedia, Wikidata, LinkedIn, Crunchbase, social media accounts). AI assistants use sameAs to confirm entity identity and avoid confusing the brand with similarly-nam",
cmi,https://www.cmi.ac.in/,vishal,other,high,abstain,Missing H1 heading,Observed on 4 sampled pages. http://127.0.0.1:38311/ has no <h1> tag. Visitors arriving from an AI answer cannot quickly confirm the page is relevant to their question.,
cmi,https://www.cmi.ac.in/,vishal,other,high,abstain,No semantic headings at all,Observed on 4 sampled pages. http://127.0.0.1:38311/ contains zero heading tags (h1–h6). The page lacks any structural cues for scanning.,
cmi,https://www.cmi.ac.in/,vishal,other,high,abstain,Broken internal links detected,Observed on 5 sampled pages. http://127.0.0.1:38311/ links to pages that return errors: http://127.0.0.1:38311/admissions/ → HTTP 404,
cmi,https://www.cmi.ac.in/,vishal,other,high,abstain,No sameAs links — brand cannot be disambiguated by AI,"The homepage JSON-LD contains no 'sameAs' property linking to external authoritative profiles. AI assistants (ChatGPT, Gemini, Perplexity, etc.) use sameAs to anchor the brand entity to known external databases, preventing confusion with similarly-named entities. Without sameAs, the brand is at high",
cmi,https://www.cmi.ac.in/,vishal,other,high,abstain,No Organization/Brand JSON-LD schema on homepage,"The homepage has no Organization, Corporation, or LocalBusiness JSON-LD schema. This is the primary way to tell AI systems who the brand is, what it does, and how to identify it uniquely. Without this, AI assistants must guess the entity from unstructured text, leading to errors and omissions (Appen",
cmi,https://www.cmi.ac.in/,vishal,other,medium,abstain,Missing meta description,Observed on 4 sampled pages. http://127.0.0.1:38311/ has no <meta name='description'>. AI systems and search engines use this to understand page content at a glance.,
cmi,https://www.cmi.ac.in/,vishal,other,medium,abstain,Ambiguous page intent,"Observed on 4 sampled pages. http://127.0.0.1:38311/ provides no structured data, no OG type, and no headings. A machine cannot distinguish whether this is a product page, article, contact page, or category listing.",
cmi,https://www.cmi.ac.in/,vishal,other,medium,abstain,Low quotability — no concrete extractable facts,"Observed on 4 sampled pages. http://127.0.0.1:38311/ contains ~269 words but no concrete, machine-extractable facts (numbers, prices, measurements, percentages, or dates). AI assistants prefer pages with specific, quotable data points they can cite directly in answers.",
cmi,https://www.cmi.ac.in/,vishal,other,medium,abstain,Duplicate page titles across site,Observed on 4 sampled pages. Multiple pages share identical <title> tags: 'Chennai Mathematical Institute' on 4 pages. Duplicate titles make it impossible for AI systems to distinguish between pages when selecting which to cite.,
cmi,https://www.cmi.ac.in/,vishal,other,medium,abstain,Inconsistent address across pages,"Observed on 2 sampled pages. Different values found across the site: http://127.0.0.1:38311/ shows 2026
 
 

 
 Dr, 3 of the UGC Act; http://127.0.0.1:38311/teaching/ shows 3 of the UGC Act. AI assistants may cite the wrong address.",
cmi,https://www.cmi.ac.in/,vishal,other,medium,abstain,Missing viewport meta tag,"Observed on 4 sampled pages. http://127.0.0.1:38311/ does not include <meta name='viewport'>. The page may not render well on mobile devices, harming engagement for mobile users arriving from AI answers.",
cmi,https://www.cmi.ac.in/,vishal,other,medium,abstain,Missing lang attribute on <html> element,"Observed on 4 sampled pages. http://127.0.0.1:38311/ has no lang attribute on the <html> tag (e.g., lang='en'). AI systems and screen readers use the lang attribute to correctly interpret content. It also enables hreflang to work correctly for international visitors.",
cmi,https://www.cmi.ac.in/,vishal,other,medium,abstain,No contact information on homepage,"The homepage contains no phone number or email address in visible text. When users ask AI assistants for contact information about a brand, the assistant needs this data in directly readable text on a page it can access and cite. If contact info is only in an image or behind a contact form, it canno",
cmi,https://www.cmi.ac.in/,vishal,other,medium,abstain,Missing high-ROI schema types for AI answer generation,"Observed on 3 sampled pages. None of the sampled pages use schema types specifically optimised for AI answer generation: FAQPage, HowTo, QAPage, Speakable. These schema types directly enable AI assistants to extract and cite answers from the site. FAQPage lets AI cite specific Q&A pairs; HowTo gener",
cmi,https://www.cmi.ac.in/,vishal,other,medium,abstain,No direct-answer content patterns detected,"Observed on 3 sampled pages. None of the sampled pages contain explicit question-and-answer style content. AI assistants specifically look for content that directly answers questions ('What is X?', 'How does X work?', 'Why should I use X?') because this is the format they cite in conversational resp",
cmi,https://www.cmi.ac.in/,vishal,other,low,abstain,Site does not use HTTPS,The target URL http://127.0.0.1:38311/ uses HTTP instead of HTTPS. AI systems and search engines strongly prefer HTTPS sites. Lack of HTTPS reduces trust signals and may cause content to be deprioritised or flagged as insecure.,
cmi,https://www.cmi.ac.in/,vishal,other,low,abstain,No speakable schema markup,No page in the sampled set uses Schema.org 'speakable' markup. Speakable identifies sections of content that are especially suitable for text-to-speech and voice assistant answers. Adding speakable markup makes the site's content more likely to be read aloud by voice assistants.,
cmi,https://www.cmi.ac.in/,vishal,other,low,abstain,No machine-readable publication or modification date,"Observed on 4 sampled pages. http://127.0.0.1:38311/ has no <meta> tags for article:published_time, article:modified_time, or similar date properties. Machines cannot determine content freshness from metadata.",
cmi,https://www.cmi.ac.in/,vishal,other,low,abstain,Low word count,"Observed on 3 sampled pages. http://127.0.0.1:38311/ contains ~269 words of visible text, which is below the 300-word threshold commonly associated with substantive content. The page may not provide enough context for AI systems to extract useful answers.",
cmi,https://www.cmi.ac.in/,vishal,other,low,abstain,No clear calls to action,Observed on 4 sampled pages. http://127.0.0.1:38311/ has no <button> elements or link-styled CTAs. Visitors may not know what action to take next.,
cmi,https://www.cmi.ac.in/,vishal,other,low,abstain,No hreflang tags for international content,"http://127.0.0.1:38311/ is the homepage but has no hreflang link elements. If the site targets users in multiple countries or languages, hreflang helps AI assistants serve the correct language/region version to each user (Appendix E: personalization signals).",
bikanervala,https://www.bikanervala.com/,deterministic,entity_identity,high,abstain,Inconsistent Entity/Brand Names,"The website uses 5 different names to refer to the same entity: 'Bikanervala', 'Create Account', 'Create an Account', 'Ready to checkout?', 'Your Shopping Cart'. This creates ambiguity for AI systems trying to identify and cite the brand. An AI assistant may not recognize these as the same company.",
bikanervala,https://www.bikanervala.com/,reasoning,entity_identity,high,abstain,Entity Identity Ambiguity,"An AI system attempting to identify this brand would encounter 5 different names: 'Your Shopping Cart', 'Create Account', 'Bikanervala', 'Create an Account', 'Ready to checkout?'. These map to 5 distinct root names. This makes it impossible for AI to confidently associate facts with a single entity.",
bikanervala,https://www.bikanervala.com/,specialist,crawlability,critical,no,HTTP 404 Error,GET http://127.0.0.1:46377/customer_authentication/redirect?locale=en®ion_country=IN returned 404.,
bikanervala,https://www.bikanervala.com/,specialist,entity_identity,high,abstain,Entity Name Inconsistency,"5 distinct names across 5 roots: 'Your Shopping Cart', 'Create Account', 'Bikanervala', 'Create an Account', 'Ready to checkout?'.",
bikanervala,https://www.bikanervala.com/,hybrid,entity_identity,high,abstain,Entity Identity Ambiguity,"An AI system attempting to identify this brand would encounter 5 different names: 'Your Shopping Cart', 'Create Account', 'Bikanervala', 'Create an Account', 'Ready to checkout?'. These map to 5 distinct root names. This makes it impossible for AI to confidently associate facts with a single entity.",
bikanervala,https://www.bikanervala.com/,vishal,other,critical,abstain,Page unreachable,Observed on 4 sampled pages. Failed to fetch http://127.0.0.1:46377/collections/sweets: HTTP Error 404: File not found.,
bikanervala,https://www.bikanervala.com/,vishal,other,high,abstain,Inconsistent phone across pages,"Observed on 3 sampled pages. Different values found across the site: http://127.0.0.1:46377/ shows 01147006735, 91 9650075931; http://127.0.0.1:46377/cart shows 01147006735, 91 9650075931; http://127.0.0.1:46377/account/register shows 01147006735, 91 9650075931. AI assistants may cite the wrong phon",
bikanervala,https://www.bikanervala.com/,vishal,other,high,abstain,Missing H1 heading,http://127.0.0.1:46377/ has no <h1> tag. Visitors arriving from an AI answer cannot quickly confirm the page is relevant to their question.,
bikanervala,https://www.bikanervala.com/,vishal,other,high,abstain,Low content quotability — few concrete facts for AI to cite,"4 of 5 sampled pages (1 without quotable facts: http://127.0.0.1:46377/cart) contain no machine-extractable facts: no numbers, percentages, dates, prices, or direct definitional statements. AI assistants (Appendix B) cite pages by directly quoting specific facts. Pages with only vague marketing lang",
bikanervala,https://www.bikanervala.com/,vishal,other,medium,abstain,Canonical points to a different URL,"Observed on 3 sampled pages. http://127.0.0.1:46377/ has <link rel='canonical' href='https://bikanervala.com/'> which resolves to https://bikanervala.com/, different from the fetched URL http://127.0.0.1:46377/. Crawlers may skip this page in favour of the canonical target.",
bikanervala,https://www.bikanervala.com/,vishal,other,medium,abstain,Missing meta description,Observed on 2 sampled pages. http://127.0.0.1:46377/cart has no <meta name='description'>. AI systems and search engines use this to understand page content at a glance.,
bikanervala,https://www.bikanervala.com/,vishal,other,medium,abstain,Heading hierarchy skips levels,Observed on 3 sampled pages. http://127.0.0.1:46377/ has heading hierarchy violations: Jumps from H2 to H5 ('Kaju Sweets'...) ; Jumps from H2 to H5 ('Bikano Sweets'...) ; Jumps from H3 to H5 ('Quick Links & Information'...) . Skipping heading levels reduces the clarity of page structure for AI conte,
bikanervala,https://www.bikanervala.com/,vishal,other,medium,abstain,Deep page without breadcrumbs,http://127.0.0.1:46377/account/register is 2 levels deep but has no breadcrumb navigation. Visitors lose context about where they are in the site hierarchy.,
bikanervala,https://www.bikanervala.com/,vishal,other,medium,abstain,sameAs present but missing high-value profiles,"The homepage has sameAs links (Facebook, Twitter/X, Instagram, LinkedIn, YouTube) but is missing links to key authoritative profiles: Crunchbase, Wikidata, Wikipedia. High-value profiles like Wikipedia and Wikidata are the primary sources AI systems use to verify entity identity.",
