site,site_url,agent,category,severity,adjudicator,title,evidence,human_verdict
bikanervala,https://www.bikanervala.com/,specialist,entity_identity,high,abstain,Entity Name Inconsistency,"5 distinct names across 5 roots: 'Ready to checkout?', 'Create Account', 'Create an Account', 'Your Shopping Cart', 'Bikanervala'.",
bikanervala,https://www.bikanervala.com/,vishal,crawlability,medium,no,No accessible XML sitemap,"No valid XML sitemap was found via robots.txt Sitemap directives or the conventional /sitemap.xml path. Without a sitemap, crawlers must rely solely on link discovery, which may miss important pages.",
bikanervala,https://www.bikanervala.com/,vishal,crawlability,high,no,Site does not use HTTPS,The target URL http://127.0.0.1:33555/ uses HTTP instead of HTTPS. AI systems and search engines strongly prefer HTTPS sites. Lack of HTTPS reduces trust signals and may cause content to be deprioritised or flagged as insecure.,
bikanervala,https://www.bikanervala.com/,vishal,crawlability,medium,no,Canonical points to a different URL,"http://127.0.0.1:33555/ has <link rel='canonical' href='https://bikanervala.com/'> which resolves to https://bikanervala.com/, different from the fetched URL http://127.0.0.1:33555/. Crawlers may skip this page in favour of the canonical target.",
akshaya-patra,https://www.akshayapatra.org/,specialist,crawlability,critical,no,HTTP 404 Error,GET http://127.0.0.1:37319/cdn-cgi/l/email-protection#056c6b636a45646e766d647c6475647177642b6a7762 returned 404.,
cmc-vellore,https://www.cmch-vellore.edu/,specialist,crawlability,critical,no,HTTP 404 Error,GET http://127.0.0.1:33819/press-release-robotic-pylorus-preserving-whipple-procedure/ returned 404.,
cmc-vellore,https://www.cmch-vellore.edu/,specialist,entity_identity,high,abstain,Entity Name Inconsistency,"3 distinct names across 3 roots: 'Christian Medical College Vellore', 'Community-minded,cutting-edge care', 'CMC'.",
cmc-vellore,https://www.cmch-vellore.edu/,vishal,crawlability,medium,no,No accessible XML sitemap,"No valid XML sitemap was found via robots.txt Sitemap directives or the conventional /sitemap.xml path. Without a sitemap, crawlers must rely solely on link discovery, which may miss important pages.",
cmc-vellore,https://www.cmch-vellore.edu/,vishal,crawlability,high,no,Site does not use HTTPS,The target URL http://127.0.0.1:33819/ uses HTTP instead of HTTPS. AI systems and search engines strongly prefer HTTPS sites. Lack of HTTPS reduces trust signals and may cause content to be deprioritised or flagged as insecure.,
cmi,https://www.cmi.ac.in/,specialist,crawlability,critical,no,HTTP 404 Error,GET http://127.0.0.1:35887/~mkummini/agcmi2026/index.php returned 404.,
cmi,https://www.cmi.ac.in/,vishal,crawlability,medium,no,No accessible XML sitemap,"No valid XML sitemap was found via robots.txt Sitemap directives or the conventional /sitemap.xml path. Without a sitemap, crawlers must rely solely on link discovery, which may miss important pages.",
cmi,https://www.cmi.ac.in/,vishal,crawlability,high,no,Site does not use HTTPS,The target URL http://127.0.0.1:35887/ uses HTTP instead of HTTPS. AI systems and search engines strongly prefer HTTPS sites. Lack of HTTPS reduces trust signals and may cause content to be deprioritised or flagged as insecure.,
bhel,https://www.bhel.com/,specialist,crawlability,critical,no,HTTP 404 Error,GET http://127.0.0.1:45683/annual-report-2025-26 returned 404.,
bhel,https://www.bhel.com/,specialist,entity_identity,high,abstain,Entity Name Inconsistency,"5 distinct names across 5 roots: '- All Rights Reserved, Bharat Heavy Electricals LimitedDeveloped & Maintained by Cyfuture', 'Notice Board', 'Announcements', 'News / Press Release', 'Us History of BHEL Vision'.",
bhel,https://www.bhel.com/,specialist,structured_data,medium,no,No Structured Data Found,None of 15 pages contain JSON-LD structured data.,
bhel,https://www.bhel.com/,vishal,crawlability,medium,no,No accessible XML sitemap,"No valid XML sitemap was found via robots.txt Sitemap directives or the conventional /sitemap.xml path. Without a sitemap, crawlers must rely solely on link discovery, which may miss important pages.",
bhel,https://www.bhel.com/,vishal,crawlability,high,no,Site does not use HTTPS,The target URL http://127.0.0.1:45683/ uses HTTP instead of HTTPS. AI systems and search engines strongly prefer HTTPS sites. Lack of HTTPS reduces trust signals and may cause content to be deprioritised or flagged as insecure.,
bhel,https://www.bhel.com/,vishal,crawlability,medium,no,Canonical points to a different URL,"http://127.0.0.1:45683/ has <link rel='canonical' href='http://www.bhel.com/'> which resolves to http://www.bhel.com/, different from the fetched URL http://127.0.0.1:45683/. Crawlers may skip this page in favour of the canonical target.",
bhel,https://www.bhel.com/,vishal,non_text_facts,medium,abstain,Multiple images missing alt text,"http://127.0.0.1:45683/ contains 24 images without alt attributes. If these images carry important information (text in images, infographics, product photos), that content is invisible to AI crawlers.",
bhel,https://www.bhel.com/,vishal,rendering,medium,no,Significant hidden text content in raw HTML,"http://127.0.0.1:45683/ contains ~389 characters of text hidden inside elements (1 with 'display:none', 14 with 'aria-hidden=true'). If important factual information is inside these elements, it may be inaccessible to crawlers and AI retrieval systems that process only visible content. Sample hidden",
bhel,https://www.bhel.com/,vishal,crawlability,medium,no,Content embedded in iframes,http://127.0.0.1:45683/ contains 11 <iframe> element(s). Content inside iframes is loaded from a separate URL and is typically invisible to crawlers processing the parent page's HTML.,
chaayos,https://chaayos.com/,specialist,crawlability,critical,no,HTTP 404 Error,GET http://127.0.0.1:41517/collections/natural-chai-spices returned 404.,
chaayos,https://chaayos.com/,specialist,entity_identity,high,abstain,Entity Name Inconsistency,"6 distinct names across 6 roots: 'Make Your Own Chai - 400g Pack', 'Chaayos', 'Instant Tea', 'ChaayosPowered by Shopify', 'Make Your Own Chai', 'Buy Instant Tea Premix Online'.",
fabindia,https://www.fabindia.com/,specialist,engagement,high,abstain,Poor Navigation Structure,"http://127.0.0.1:38673/: no <nav>, 0 internal links.",
fabindia,https://www.fabindia.com/,vishal,crawlability,medium,no,No accessible XML sitemap,"No valid XML sitemap was found via robots.txt Sitemap directives or the conventional /sitemap.xml path. Without a sitemap, crawlers must rely solely on link discovery, which may miss important pages.",
fabindia,https://www.fabindia.com/,vishal,crawlability,high,no,Site does not use HTTPS,The target URL http://127.0.0.1:38673/ uses HTTP instead of HTTPS. AI systems and search engines strongly prefer HTTPS sites. Lack of HTTPS reduces trust signals and may cause content to be deprioritised or flagged as insecure.,
fabindia,https://www.fabindia.com/,vishal,crawlability,medium,no,Canonical points to a different URL,"http://127.0.0.1:38673/ has <link rel='canonical' href='http://127.0.0.1:4200/'> which resolves to http://127.0.0.1:4200/, different from the fetched URL http://127.0.0.1:38673/. Crawlers may skip this page in favour of the canonical target.",
fabindia,https://www.fabindia.com/,vishal,crawlability,medium,no,Content embedded in iframes,http://127.0.0.1:38673/ contains 1 <iframe> element(s). Content inside iframes is loaded from a separate URL and is typically invisible to crawlers processing the parent page's HTML.,
excalidraw,https://excalidraw.com/,specialist,engagement,high,abstain,Poor Navigation Structure,"http://127.0.0.1:43249/: no <nav>, 0 internal links.",
excalidraw,https://excalidraw.com/,vishal,crawlability,medium,no,No accessible XML sitemap,"No valid XML sitemap was found via robots.txt Sitemap directives or the conventional /sitemap.xml path. Without a sitemap, crawlers must rely solely on link discovery, which may miss important pages.",
excalidraw,https://excalidraw.com/,vishal,crawlability,high,no,Site does not use HTTPS,The target URL http://127.0.0.1:43249/ uses HTTP instead of HTTPS. AI systems and search engines strongly prefer HTTPS sites. Lack of HTTPS reduces trust signals and may cause content to be deprioritised or flagged as insecure.,
excalidraw,https://excalidraw.com/,vishal,crawlability,medium,no,Canonical points to a different URL,"http://127.0.0.1:43249/ has <link rel='canonical' href='https://excalidraw.com'> which resolves to https://excalidraw.com, different from the fetched URL http://127.0.0.1:43249/. Crawlers may skip this page in favour of the canonical target.",
cred,https://cred.club/,specialist,crawlability,critical,no,HTTP 404 Error,GET http://127.0.0.1:40709/privacy#compliance-with-google-oauth-api-scopes returned 404.,
cred,https://cred.club/,specialist,freshness,high,no,Stale Content,Stale signals: update date=2020; copyright=2020. Most recent year: 2020.,
cred,https://cred.club/,specialist,engagement,high,abstain,Poor Navigation Structure,"http://127.0.0.1:40709/card: no <nav>, 0 internal links.",
cred,https://cred.club/,vishal,crawlability,medium,no,No accessible XML sitemap,"No valid XML sitemap was found via robots.txt Sitemap directives or the conventional /sitemap.xml path. Without a sitemap, crawlers must rely solely on link discovery, which may miss important pages.",
cred,https://cred.club/,vishal,crawlability,high,no,Site does not use HTTPS,The target URL http://127.0.0.1:40709/ uses HTTP instead of HTTPS. AI systems and search engines strongly prefer HTTPS sites. Lack of HTTPS reduces trust signals and may cause content to be deprioritised or flagged as insecure.,
cred,https://cred.club/,vishal,non_text_facts,medium,no,Multiple images missing alt text,"http://127.0.0.1:40709/ contains 23 images without alt attributes. If these images carry important information (text in images, infographics, product photos), that content is invisible to AI crawlers.",
cred,https://cred.club/,vishal,crawlability,medium,no,Content embedded in iframes,http://127.0.0.1:40709/ contains 1 <iframe> element(s). Content inside iframes is loaded from a separate URL and is typically invisible to crawlers processing the parent page's HTML.,
chargebee,https://www.chargebee.com/,specialist,crawlability,critical,no,HTTP 404 Error,GET http://127.0.0.1:38329/billing/plan-pricing-catalog/ returned 404.,
chargebee,https://www.chargebee.com/,specialist,entity_identity,high,abstain,Entity Name Inconsistency,"5 distinct names across 5 roots: 'Every Pricing Model,One Billing System', 'Chargebee Inc', 'Latest GartnerÂ® Magic Quadrantâ\x84¢ for Recurring Billing Applications', 'Plans and Pricing', 'Chargebee for Startups'.",
chargebee,https://www.chargebee.com/,vishal,crawlability,medium,no,No accessible XML sitemap,"No valid XML sitemap was found via robots.txt Sitemap directives or the conventional /sitemap.xml path. Without a sitemap, crawlers must rely solely on link discovery, which may miss important pages.",
chargebee,https://www.chargebee.com/,vishal,crawlability,high,no,Site does not use HTTPS,The target URL http://127.0.0.1:38329/ uses HTTP instead of HTTPS. AI systems and search engines strongly prefer HTTPS sites. Lack of HTTPS reduces trust signals and may cause content to be deprioritised or flagged as insecure.,
chargebee,https://www.chargebee.com/,vishal,crawlability,medium,no,Canonical points to a different URL,"http://127.0.0.1:38329/ has <link rel='canonical' href='https://www.chargebee.com/'> which resolves to https://www.chargebee.com/, different from the fetched URL http://127.0.0.1:38329/. Crawlers may skip this page in favour of the canonical target.",
chargebee,https://www.chargebee.com/,vishal,rendering,medium,no,Significant hidden text content in raw HTML,"http://127.0.0.1:38329/ contains ~3265 characters of text hidden inside elements (2 with 'hidden' attribute, 3 with 'display:none', 29 with 'aria-hidden=true'). If important factual information is inside these elements, it may be inaccessible to crawlers and AI retrieval systems that process only vi",
chargebee,https://www.chargebee.com/,vishal,crawlability,low,no,Lazy-loaded images without noscript fallback,http://127.0.0.1:38329/ has 55 lazy-loaded images (loading='lazy') but no <noscript> fallback. Crawlers that do not execute JavaScript may not load these images.,
give-india,https://www.giveindia.org/,vishal,crawlability,medium,no,No accessible XML sitemap,"No valid XML sitemap was found via robots.txt Sitemap directives or the conventional /sitemap.xml path. Without a sitemap, crawlers must rely solely on link discovery, which may miss important pages.",
give-india,https://www.giveindia.org/,vishal,crawlability,high,no,Site does not use HTTPS,The target URL http://127.0.0.1:39737/ uses HTTP instead of HTTPS. AI systems and search engines strongly prefer HTTPS sites. Lack of HTTPS reduces trust signals and may cause content to be deprioritised or flagged as insecure.,
give-india,https://www.giveindia.org/,vishal,crawlability,medium,no,Canonical points to a different URL,"http://127.0.0.1:39737/ has <link rel='canonical' href='https://www.giveindia.org/'> which resolves to https://www.giveindia.org/, different from the fetched URL http://127.0.0.1:39737/. Crawlers may skip this page in favour of the canonical target.",
give-india,https://www.giveindia.org/,vishal,rendering,high,no,Very few crawlable links in raw HTML,"http://127.0.0.1:39737/ contains 2 internal links in raw HTML despite having 37372 bytes of content. Navigation or content may be rendered only via client-side JavaScript, making it invisible to crawlers that do not execute JS.",
bluetokai,https://bluetokaicoffee.com/,specialist,crawlability,critical,no,HTTP 404 Error,GET http://127.0.0.1:36041/collections/drop-specialty-coffee-concentrate returned 404.,
bluetokai,https://bluetokaicoffee.com/,specialist,entity_identity,high,abstain,Entity Name Inconsistency,"3 distinct names across 3 roots: 'Buy Freshly Roasted Coffee Beans', 'Blue Tokai Coffee Roasters', 'Aluminium Capsule'.",
delhi-gov,https://delhi.gov.in/,specialist,crawlability,critical,no,HTTP 404 Error,GET http://127.0.0.1:36969/sites/default/files/2025-04/i4c_handbook_dos_and_don_t_final.pdf returned 404.,
delhi-gov,https://delhi.gov.in/,specialist,entity_identity,high,abstain,Entity Name Inconsistency,"4 distinct names across 4 roots: 'Sitemap', 'Home', 'Screen Reader', 'Log in'.",
delhi-gov,https://delhi.gov.in/,specialist,engagement,high,no,Poor Navigation Structure,"http://127.0.0.1:36969/user/login: no <nav>, 2 internal links.",
delhi-gov,https://delhi.gov.in/,vishal,crawlability,medium,no,No accessible XML sitemap,"No valid XML sitemap was found via robots.txt Sitemap directives or the conventional /sitemap.xml path. Without a sitemap, crawlers must rely solely on link discovery, which may miss important pages.",
delhi-gov,https://delhi.gov.in/,vishal,crawlability,high,no,Site does not use HTTPS,The target URL http://127.0.0.1:36969/ uses HTTP instead of HTTPS. AI systems and search engines strongly prefer HTTPS sites. Lack of HTTPS reduces trust signals and may cause content to be deprioritised or flagged as insecure.,
delhi-gov,https://delhi.gov.in/,vishal,non_text_facts,medium,no,Multiple images missing alt text,"http://127.0.0.1:36969/ contains 4 images without alt attributes. If these images carry important information (text in images, infographics, product photos), that content is invisible to AI crawlers.",
delhi-gov,https://delhi.gov.in/,vishal,rendering,medium,no,Significant hidden text content in raw HTML,"http://127.0.0.1:36969/ contains ~698 characters of text hidden inside elements (2 with 'display:none'). If important factual information is inside these elements, it may be inaccessible to crawlers and AI retrieval systems that process only visible content. Sample hidden text: 'NOTICE INVITING APPL",
delhi-gov,https://delhi.gov.in/,vishal,crawlability,medium,no,Content embedded in iframes,http://127.0.0.1:36969/ contains 1 <iframe> element(s). Content inside iframes is loaded from a separate URL and is typically invisible to crawlers processing the parent page's HTML.,
clerk,https://clerk.com/,specialist,crawlability,critical,no,HTTP 404 Error,GET http://127.0.0.1:40609/docs/tanstack-react-start/getting-started/quickstart returned 404.,
clerk,https://clerk.com/,specialist,entity_identity,high,abstain,Entity Name Inconsistency,"4 distinct names across 4 roots: 'Pricing — Free Up to 50K Users', 'More than authentication, Complete User Management', 'Clerk', 'Plans for every stage'.",
clerk,https://clerk.com/,vishal,crawlability,medium,no,No accessible XML sitemap,"No valid XML sitemap was found via robots.txt Sitemap directives or the conventional /sitemap.xml path. Without a sitemap, crawlers must rely solely on link discovery, which may miss important pages.",
clerk,https://clerk.com/,vishal,crawlability,high,no,Site does not use HTTPS,The target URL http://127.0.0.1:40609/ uses HTTP instead of HTTPS. AI systems and search engines strongly prefer HTTPS sites. Lack of HTTPS reduces trust signals and may cause content to be deprioritised or flagged as insecure.,
clerk,https://clerk.com/,vishal,crawlability,medium,no,Canonical points to a different URL,"http://127.0.0.1:40609/ has <link rel='canonical' href='https://clerk.com'> which resolves to https://clerk.com, different from the fetched URL http://127.0.0.1:40609/. Crawlers may skip this page in favour of the canonical target.",
clerk,https://clerk.com/,vishal,rendering,medium,no,Significant hidden text content in raw HTML,"http://127.0.0.1:40609/ contains ~1108 characters of text hidden inside elements (3 with 'hidden' attribute, 185 with 'aria-hidden=true'). If important factual information is inside these elements, it may be inaccessible to crawlers and AI retrieval systems that process only visible content. Sample ",
clerk,https://clerk.com/,vishal,crawlability,low,no,Lazy-loaded images without noscript fallback,http://127.0.0.1:40609/ has 97 lazy-loaded images (loading='lazy') but no <noscript> fallback. Crawlers that do not execute JavaScript may not load these images.,
finolex,https://www.finolex.com/,specialist,crawlability,critical,no,HTTP 404 Error,GET http://127.0.0.1:38725/ProductPage/Cat/Conduits-and-Fittings returned 404.,
finolex,https://www.finolex.com/,specialist,entity_identity,high,abstain,Entity Name Inconsistency,"5 distinct names across 4 roots: 'Fans', 'Wires & Cables', 'Wires & cables', 'Water Heaters', 'Welcome to Finolex Cables'.",
finolex,https://www.finolex.com/,vishal,crawlability,medium,no,No accessible XML sitemap,"No valid XML sitemap was found via robots.txt Sitemap directives or the conventional /sitemap.xml path. Without a sitemap, crawlers must rely solely on link discovery, which may miss important pages.",
finolex,https://www.finolex.com/,vishal,crawlability,high,no,Site does not use HTTPS,The target URL http://127.0.0.1:38725/ uses HTTP instead of HTTPS. AI systems and search engines strongly prefer HTTPS sites. Lack of HTTPS reduces trust signals and may cause content to be deprioritised or flagged as insecure.,
finolex,https://www.finolex.com/,vishal,rendering,medium,no,Significant hidden text content in raw HTML,"http://127.0.0.1:38725/ contains ~34490 characters of text hidden inside elements (7 with 'display:none'). If important factual information is inside these elements, it may be inaccessible to crawlers and AI retrieval systems that process only visible content. Sample hidden text: 'Wires & cables Fan",
finolex,https://www.finolex.com/,vishal,crawlability,medium,no,Content embedded in iframes,http://127.0.0.1:38725/ contains 4 <iframe> element(s). Content inside iframes is loaded from a separate URL and is typically invisible to crawlers processing the parent page's HTML.,
ghmc,https://www.ghmc.gov.in/,specialist,crawlability,critical,no,HTTP 404 Error,GET http://127.0.0.1:39753/Townplanning_Reports/Application Form of Existing Assembly Buildings.pdf returned 404.,
ghmc,https://www.ghmc.gov.in/,vishal,crawlability,medium,no,No accessible XML sitemap,"No valid XML sitemap was found via robots.txt Sitemap directives or the conventional /sitemap.xml path. Without a sitemap, crawlers must rely solely on link discovery, which may miss important pages.",
ghmc,https://www.ghmc.gov.in/,vishal,crawlability,high,no,Site does not use HTTPS,The target URL http://127.0.0.1:39753/ uses HTTP instead of HTTPS. AI systems and search engines strongly prefer HTTPS sites. Lack of HTTPS reduces trust signals and may cause content to be deprioritised or flagged as insecure.,
ghmc,https://www.ghmc.gov.in/,vishal,non_text_facts,medium,no,Multiple images missing alt text,"http://127.0.0.1:39753/ contains 21 images without alt attributes. If these images carry important information (text in images, infographics, product photos), that content is invisible to AI crawlers.",
cry-india,https://www.cry.org/,specialist,crawlability,critical,no,HTTP 404 Error,GET http://127.0.0.1:37049/our-work/child-health-and-nutrition/ returned 404.,
cry-india,https://www.cry.org/,specialist,entity_identity,high,abstain,Entity Name Inconsistency,"8 distinct names across 8 roots: 'CRY', 'Our Vision', 'Why Children?', '4+ Decades. 20 States.4.7 MillionChildren.', 'Let’s ensurehappychildhoodsfor India’s children', 'CRY India'.",
cry-india,https://www.cry.org/,vishal,crawlability,medium,no,No accessible XML sitemap,"No valid XML sitemap was found via robots.txt Sitemap directives or the conventional /sitemap.xml path. Without a sitemap, crawlers must rely solely on link discovery, which may miss important pages.",
cry-india,https://www.cry.org/,vishal,crawlability,high,no,Site does not use HTTPS,The target URL http://127.0.0.1:37049/ uses HTTP instead of HTTPS. AI systems and search engines strongly prefer HTTPS sites. Lack of HTTPS reduces trust signals and may cause content to be deprioritised or flagged as insecure.,
cry-india,https://www.cry.org/,vishal,crawlability,medium,no,Canonical points to a different URL,"http://127.0.0.1:37049/ has <link rel='canonical' href='https://www.cry.org/'> which resolves to https://www.cry.org/, different from the fetched URL http://127.0.0.1:37049/. Crawlers may skip this page in favour of the canonical target.",
cry-india,https://www.cry.org/,vishal,crawlability,medium,no,Content embedded in iframes,http://127.0.0.1:37049/ contains 7 <iframe> element(s). Content inside iframes is loaded from a separate URL and is typically invisible to crawlers processing the parent page's HTML.,
bombay-shaving,https://bombayshavingcompany.com/,specialist,crawlability,critical,no,HTTP 404 Error,GET http://127.0.0.1:43739/products/sensi-smart-3-value-pack-1-handle-3-cartridge returned 404.,
bombay-shaving,https://bombayshavingcompany.com/,specialist,entity_identity,high,abstain,Entity Name Inconsistency,"8 distinct names across 8 roots: 'Premium Gifts', 'Skin care', 'Sensi Smart 3 Razor', 'Bestsellers', 'Bombay Shaving Company', 'Buy Premium Grooming Solutions for Men'.",
bombay-shaving,https://bombayshavingcompany.com/,vishal,crawlability,medium,no,No accessible XML sitemap,"No valid XML sitemap was found via robots.txt Sitemap directives or the conventional /sitemap.xml path. Without a sitemap, crawlers must rely solely on link discovery, which may miss important pages.",
bombay-shaving,https://bombayshavingcompany.com/,vishal,crawlability,high,no,Site does not use HTTPS,The target URL http://127.0.0.1:43739/ uses HTTP instead of HTTPS. AI systems and search engines strongly prefer HTTPS sites. Lack of HTTPS reduces trust signals and may cause content to be deprioritised or flagged as insecure.,
bombay-shaving,https://bombayshavingcompany.com/,vishal,crawlability,medium,no,Canonical points to a different URL,"http://127.0.0.1:43739/ has <link rel='canonical' href='https://www.bombayshavingcompany.com/'> which resolves to https://www.bombayshavingcompany.com/, different from the fetched URL http://127.0.0.1:43739/. Crawlers may skip this page in favour of the canonical target.",
bombay-shaving,https://bombayshavingcompany.com/,vishal,non_text_facts,medium,abstain,Multiple images missing alt text,"http://127.0.0.1:43739/ contains 11 images without alt attributes. If these images carry important information (text in images, infographics, product photos), that content is invisible to AI crawlers.",
bombay-shaving,https://bombayshavingcompany.com/,vishal,rendering,medium,no,Significant hidden text content in raw HTML,"http://127.0.0.1:43739/ contains ~4198 characters of text hidden inside elements (1 with 'hidden' attribute, 7 with 'display:none', 134 with 'aria-hidden=true'). If important factual information is inside these elements, it may be inaccessible to crawlers and AI retrieval systems that process only v",
bombay-shaving,https://bombayshavingcompany.com/,vishal,crawlability,medium,no,Content embedded in iframes,http://127.0.0.1:43739/ contains 2 <iframe> element(s). Content inside iframes is loaded from a separate URL and is typically invisible to crawlers processing the parent page's HTML.,
aiims,https://www.aiims.edu/,specialist,crawlability,critical,no,HTTP 404 Error,GET http://127.0.0.1:40921/index.php/en/component/content/article/79-about-aiims/21915-swasth-nari-sashakt-parivar-abhiyaan-health-campaign returned 404.,
aiims,https://www.aiims.edu/,specialist,freshness,high,no,Stale Content,Stale signals: update date=2014. Most recent year: 2026.,
aiims,https://www.aiims.edu/,specialist,entity_identity,high,abstain,Entity Name Inconsistency,"4 distinct names across 4 roots: 'AIIMS', 'Directory listing for /index.php/', 'Screen Reader Access', 'Us Introduction About AIIMS AIIMS Act'.",
aiims,https://www.aiims.edu/,specialist,engagement,high,abstain,Poor Navigation Structure,"http://127.0.0.1:40921/index.php: no <nav>, 2 internal links.",
aiims,https://www.aiims.edu/,vishal,crawlability,medium,no,No accessible XML sitemap,"No valid XML sitemap was found via robots.txt Sitemap directives or the conventional /sitemap.xml path. Without a sitemap, crawlers must rely solely on link discovery, which may miss important pages.",
aiims,https://www.aiims.edu/,vishal,crawlability,high,no,Site does not use HTTPS,The target URL http://127.0.0.1:40921/index.php/en/ uses HTTP instead of HTTPS. AI systems and search engines strongly prefer HTTPS sites. Lack of HTTPS reduces trust signals and may cause content to be deprioritised or flagged as insecure.,
aiims,https://www.aiims.edu/,vishal,non_text_facts,medium,abstain,Multiple images missing alt text,"http://127.0.0.1:40921/index.php/en/ contains 12 images without alt attributes. If these images carry important information (text in images, infographics, product photos), that content is invisible to AI crawlers.",
aiims,https://www.aiims.edu/,vishal,crawlability,medium,no,Content embedded in iframes,http://127.0.0.1:40921/index.php/en/ contains 2 <iframe> element(s). Content inside iframes is loaded from a separate URL and is typically invisible to crawlers processing the parent page's HTML.,
haldiram,https://www.haldirams.com/,specialist,crawlability,critical,no,HTTP 404 Error,GET http://127.0.0.1:36525/cdn-cgi/l/email-protection#becdcbceced1cccafed6dfd2dad7ccdfd3cd90ddd1d3 returned 404.,
haldiram,https://www.haldirams.com/,specialist,engagement,high,no,Poor Navigation Structure,"http://127.0.0.1:36525/api/auth/shopify: no <nav>, 0 internal links.",
haldiram,https://www.haldirams.com/,vishal,crawlability,medium,no,No accessible XML sitemap,"No valid XML sitemap was found via robots.txt Sitemap directives or the conventional /sitemap.xml path. Without a sitemap, crawlers must rely solely on link discovery, which may miss important pages.",
haldiram,https://www.haldirams.com/,vishal,crawlability,high,no,Site does not use HTTPS,The target URL http://127.0.0.1:36525/ uses HTTP instead of HTTPS. AI systems and search engines strongly prefer HTTPS sites. Lack of HTTPS reduces trust signals and may cause content to be deprioritised or flagged as insecure.,
haldiram,https://www.haldirams.com/,vishal,non_text_facts,medium,abstain,Multiple images missing alt text,"http://127.0.0.1:36525/ contains 14 images without alt attributes. If these images carry important information (text in images, infographics, product photos), that content is invisible to AI crawlers.",
haldiram,https://www.haldirams.com/,vishal,rendering,medium,no,Significant hidden text content in raw HTML,"http://127.0.0.1:36525/ contains ~11773 characters of text hidden inside elements (8 with 'hidden' attribute, 2 with 'display:none', 89 with 'aria-hidden=true'). If important factual information is inside these elements, it may be inaccessible to crawlers and AI retrieval systems that process only v",
haldiram,https://www.haldirams.com/,vishal,crawlability,medium,no,Content embedded in iframes,http://127.0.0.1:36525/ contains 1 <iframe> element(s). Content inside iframes is loaded from a separate URL and is typically invisible to crawlers processing the parent page's HTML.,
fortis,https://www.fortishealthcare.com/,specialist,crawlability,critical,no,HTTP 404 Error,GET http://127.0.0.1:38085/location/fortis-flt-lt-rajan-dhall-hospital-vasant-kunj returned 404.,
fortis,https://www.fortishealthcare.com/,specialist,entity_identity,high,abstain,Entity Name Inconsistency,"8 distinct names across 7 roots: 'Fortis Healthcare Ltd.', 'Fortis Healthcare', 'Investors', 'About Us', 'Healthcare for Good Today. Tomorrow. Always', 'Doctors'.",
fortis,https://www.fortishealthcare.com/,vishal,crawlability,medium,no,No accessible XML sitemap,"No valid XML sitemap was found via robots.txt Sitemap directives or the conventional /sitemap.xml path. Without a sitemap, crawlers must rely solely on link discovery, which may miss important pages.",
