site,site_url,agent,category,severity,adjudicator,title,evidence,human_verdict
cii,https://www.cii.in/,vishal,other,low,abstain,Site does not use HTTPS,The target URL http://127.0.0.1:37703/ uses HTTP instead of HTTPS. AI systems and search engines strongly prefer HTTPS sites. Lack of HTTPS reduces trust signals and may cause content to be deprioritised or flagged as insecure.,
cii,https://www.cii.in/,vishal,freshness,low,abstain,No machine-readable publication or modification date,"http://127.0.0.1:37703/ has no <meta> tags for article:published_time, article:modified_time, or similar date properties. Machines cannot determine content freshness from metadata.",
cii,https://www.cii.in/,vishal,other,low,abstain,No clear calls to action,http://127.0.0.1:37703/ has no <button> elements or link-styled CTAs. Visitors may not know what action to take next.,
cii,https://www.cii.in/,vishal,other,low,abstain,No hreflang tags for international content,"http://127.0.0.1:37703/ is the homepage but has no hreflang link elements. If the site targets users in multiple countries or languages, hreflang helps AI assistants serve the correct language/region version to each user (Appendix E: personalization signals).",
bharat-forge,https://www.bharatforge.com/,vishal,crawlability,critical,no,Page unreachable,Observed on 2 sampled pages. Failed to fetch http://127.0.0.1:46261/careers/careers: HTTP Error 404: File not found.,
bharat-forge,https://www.bharatforge.com/,vishal,rendering,high,no,No machine-readable structured data,"Observed on 3 sampled pages. http://127.0.0.1:46261/ has no JSON-LD scripts and no OpenGraph tags. Without structured data, AI systems must infer entity facts from unstructured text, which is error-prone.",
bharat-forge,https://www.bharatforge.com/,vishal,rendering,high,no,No sameAs links for entity disambiguation,"Observed on 3 sampled pages. No page in the sampled set contains JSON-LD 'sameAs' links pointing to authoritative external profiles (Wikipedia, Wikidata, LinkedIn, Crunchbase, social media accounts). AI assistants use sameAs to confirm entity identity and avoid confusing the brand with similarly-nam",
bharat-forge,https://www.bharatforge.com/,vishal,other,high,abstain,Missing H1 heading,Observed on 3 sampled pages. http://127.0.0.1:46261/ has no <h1> tag. Visitors arriving from an AI answer cannot quickly confirm the page is relevant to their question.,
bharat-forge,https://www.bharatforge.com/,vishal,other,high,abstain,No semantic headings at all,Observed on 2 sampled pages. http://127.0.0.1:46261/ contains zero heading tags (h1–h6). The page lacks any structural cues for scanning.,
bharat-forge,https://www.bharatforge.com/,vishal,engagement,high,no,Broken internal links detected,Observed on 4 sampled pages. http://127.0.0.1:46261/ links to pages that return errors: http://127.0.0.1:46261/media/media-kit → HTTP 404,
bharat-forge,https://www.bharatforge.com/,vishal,entity_identity,high,abstain,No sameAs links — brand cannot be disambiguated by AI,"The homepage JSON-LD contains no 'sameAs' property linking to external authoritative profiles. AI assistants (ChatGPT, Gemini, Perplexity, etc.) use sameAs to anchor the brand entity to known external databases, preventing confusion with similarly-named entities. Without sameAs, the brand is at high",
bharat-forge,https://www.bharatforge.com/,vishal,entity_identity,high,abstain,No Organization/Brand JSON-LD schema on homepage,"The homepage has no Organization, Corporation, or LocalBusiness JSON-LD schema. This is the primary way to tell AI systems who the brand is, what it does, and how to identify it uniquely. Without this, AI assistants must guess the entity from unstructured text, leading to errors and omissions (Appen",
bharat-forge,https://www.bharatforge.com/,vishal,crawlability,medium,no,Canonical points to a different URL,"Observed on 3 sampled pages. http://127.0.0.1:46261/ has <link rel='canonical' href='https://www.bharatforge.com'> which resolves to https://www.bharatforge.com, different from the fetched URL http://127.0.0.1:46261/. Crawlers may skip this page in favour of the canonical target.",
bharat-forge,https://www.bharatforge.com/,vishal,crawlability,medium,no,Content embedded in iframes,Observed on 3 sampled pages. http://127.0.0.1:46261/ contains 3 <iframe> element(s). Content inside iframes is loaded from a separate URL and is typically invisible to crawlers processing the parent page's HTML.,
bharat-forge,https://www.bharatforge.com/,vishal,other,medium,abstain,Missing meta description,Observed on 2 sampled pages. http://127.0.0.1:46261/media/press-releases has no <meta name='description'>. AI systems and search engines use this to understand page content at a glance.,
bharat-forge,https://www.bharatforge.com/,vishal,other,medium,abstain,Very little informational text,http://127.0.0.1:46261/media/press-releases contains only 1 <p> element(s). A first-time visitor may not find enough context to understand what the page offers.,
bharat-forge,https://www.bharatforge.com/,vishal,engagement,medium,no,Deep page without breadcrumbs,Observed on 2 sampled pages. http://127.0.0.1:46261/media/press-releases is 2 levels deep but has no breadcrumb navigation. Visitors lose context about where they are in the site hierarchy.,
bharat-forge,https://www.bharatforge.com/,vishal,entity_identity,medium,abstain,No contact information on homepage,"The homepage contains no phone number or email address in visible text. When users ask AI assistants for contact information about a brand, the assistant needs this data in directly readable text on a page it can access and cite. If contact info is only in an image or behind a contact form, it canno",
bharat-forge,https://www.bharatforge.com/,vishal,content_extraction,medium,no,No direct-answer content patterns detected,"Observed on 3 sampled pages. None of the sampled pages contain explicit question-and-answer style content. AI assistants specifically look for content that directly answers questions ('What is X?', 'How does X work?', 'Why should I use X?') because this is the format they cite in conversational resp",
bharat-forge,https://www.bharatforge.com/,vishal,other,low,abstain,Site does not use HTTPS,The target URL http://127.0.0.1:46261/ uses HTTP instead of HTTPS. AI systems and search engines strongly prefer HTTPS sites. Lack of HTTPS reduces trust signals and may cause content to be deprioritised or flagged as insecure.,
bharat-forge,https://www.bharatforge.com/,vishal,entity_identity,low,abstain,Inconsistent entity naming in body text,"Observed on 2 sampled pages. Potentially inconsistent entity name variations detected in visible page text: 'Bharat Forge / Bharat Forge Ltd' across http://127.0.0.1:46261/, http://127.0.0.1:46261/media/press-releases. Using different forms of the same name across pages can confuse AI entity resolut",
bharat-forge,https://www.bharatforge.com/,vishal,freshness,low,no,No machine-readable publication or modification date,"Observed on 3 sampled pages. http://127.0.0.1:46261/ has no <meta> tags for article:published_time, article:modified_time, or similar date properties. Machines cannot determine content freshness from metadata.",
bharat-forge,https://www.bharatforge.com/,vishal,other,low,abstain,No hreflang tags for international content,"http://127.0.0.1:46261/ is the homepage but has no hreflang link elements. If the site targets users in multiple countries or languages, hreflang helps AI assistants serve the correct language/region version to each user (Appendix E: personalization signals).",
chargebee,https://www.chargebee.com/,vishal,crawlability,critical,no,Page unreachable,Observed on 3 sampled pages. Failed to fetch http://127.0.0.1:35071/blog/: HTTP Error 404: File not found.,
chargebee,https://www.chargebee.com/,vishal,structured_data,high,no,Missing Structured Data (JSON-LD),Observed on 3 sampled pages. http://127.0.0.1:35071/resources/guides/gartner-magic-quadrant-2026/ does not contain any JSON-LD structured data. This makes it harder for AI to extract entities.,
chargebee,https://www.chargebee.com/,vishal,engagement,high,no,Broken internal links detected,Observed on 6 sampled pages. http://127.0.0.1:35071/ links to pages that return errors: http://127.0.0.1:35071/trial-signup/ → HTTP 404,
chargebee,https://www.chargebee.com/,vishal,other,high,abstain,Missing H1 heading,Observed on 2 sampled pages. http://127.0.0.1:35071/resources/guides/gartner-magic-quadrant-2026/ has no <h1> tag. Visitors arriving from an AI answer cannot quickly confirm the page is relevant to their question.,
chargebee,https://www.chargebee.com/,vishal,crawlability,medium,no,Canonical points to a different URL,"Observed on 4 sampled pages. http://127.0.0.1:35071/ has <link rel='canonical' href='https://www.chargebee.com/'> which resolves to https://www.chargebee.com/, different from the fetched URL http://127.0.0.1:35071/. Crawlers may skip this page in favour of the canonical target.",
chargebee,https://www.chargebee.com/,vishal,entity_identity,medium,abstain,Inconsistent brand name in page titles,Observed on 3 sampled pages. Multiple brand name variations found in <title> tags: 'Get Your Complimentary Report' on http://127.0.0.1:35071/resources/guides/gartner-magic-quadrant-2026/; 'Chargebee' on http://127.0.0.1:35071/pricing/; 'Get Started for Free' on http://127.0.0.1:35071/startups/. Cons,
chargebee,https://www.chargebee.com/,vishal,freshness,medium,no,Inconsistent address across pages,"Observed on 2 sampled pages. Different values found across the site: http://127.0.0.1:35071/resources/guides/gartner-magic-quadrant-2026/ shows 12 August; http://127.0.0.1:35071/pricing/ shows 5 Request, 50 quotes free First. AI assistants may cite the wrong address.",
chargebee,https://www.chargebee.com/,vishal,other,medium,abstain,Heading hierarchy skips levels,"Observed on 2 sampled pages. http://127.0.0.1:35071/ has heading hierarchy violations: Jumps from H1 to H3 ('Footer'...) . Skipping heading levels reduces the clarity of page structure for AI content parsers and screen readers, potentially causing misextraction of document hierarchy.",
chargebee,https://www.chargebee.com/,vishal,engagement,medium,no,Deep page without breadcrumbs,http://127.0.0.1:35071/resources/guides/gartner-magic-quadrant-2026/ is 3 levels deep but has no breadcrumb navigation. Visitors lose context about where they are in the site hierarchy.,
chargebee,https://www.chargebee.com/,vishal,other,medium,abstain,Multiple H1 tags on a single page,"http://127.0.0.1:35071/pricing/ contains 4 <h1> elements: ""Complete billing automation for (ambitiously) hybrid revenue""; ""Billing-Integrated Q2C. From Deal to Revenue in One Smooth F""; ""Acquire, expand, and retain subscribers with billing-powered"". Multiple H1s confuse AI systems about the primary ",
chargebee,https://www.chargebee.com/,vishal,rendering,medium,no,Page with Q&A content lacks FAQPage schema,"Observed on 2 sampled pages. http://127.0.0.1:35071/pricing/ contains 3 question-style sentences (e.g., 'One of our product experts will be reaching out to you to di...') but no FAQPage JSON-LD schema. AI assistants specifically target FAQPage markup to extract direct question-answer pairs for conve",
chargebee,https://www.chargebee.com/,vishal,entity_identity,medium,abstain,sameAs present but missing high-value profiles,"The homepage has sameAs links (LinkedIn, Twitter/X, G2) but is missing links to key authoritative profiles: Crunchbase, Wikidata, Wikipedia. High-value profiles like Wikipedia and Wikidata are the primary sources AI systems use to verify entity identity.",
chargebee,https://www.chargebee.com/,vishal,entity_identity,medium,abstain,No contact information on homepage,"The homepage contains no phone number or email address in visible text. When users ask AI assistants for contact information about a brand, the assistant needs this data in directly readable text on a page it can access and cite. If contact info is only in an image or behind a contact form, it canno",
chargebee,https://www.chargebee.com/,vishal,structured_data,medium,no,Missing high-ROI schema types for AI answer generation,"Observed on 3 sampled pages. None of the sampled pages use schema types specifically optimised for AI answer generation: HowTo, QAPage, Speakable. These schema types directly enable AI assistants to extract and cite answers from the site. FAQPage lets AI cite specific Q&A pairs; HowTo generates step",
chargebee,https://www.chargebee.com/,vishal,other,low,abstain,Site does not use HTTPS,The target URL http://127.0.0.1:35071/ uses HTTP instead of HTTPS. AI systems and search engines strongly prefer HTTPS sites. Lack of HTTPS reduces trust signals and may cause content to be deprioritised or flagged as insecure.,
chargebee,https://www.chargebee.com/,vishal,crawlability,low,no,Lazy-loaded images without noscript fallback,Observed on 4 sampled pages. http://127.0.0.1:35071/ has 55 lazy-loaded images (loading='lazy') but no <noscript> fallback. Crawlers that do not execute JavaScript may not load these images.,
chargebee,https://www.chargebee.com/,vishal,structured_data,low,no,No speakable schema markup,No page in the sampled set uses Schema.org 'speakable' markup. Speakable identifies sections of content that are especially suitable for text-to-speech and voice assistant answers. Adding speakable markup makes the site's content more likely to be read aloud by voice assistants.,
clerk,https://clerk.com/,vishal,crawlability,critical,no,Page unreachable,Observed on 3 sampled pages. Failed to fetch http://127.0.0.1:42115/legal/standard-terms: HTTP Error 404: File not found.,
clerk,https://clerk.com/,vishal,rendering,high,no,Thin visible text relative to page size,"http://127.0.0.1:42115/components/theme-editor has only ~161 characters of visible text in 158343 bytes of HTML. Important content may be locked behind JavaScript rendering, images, or interactive widgets.",
clerk,https://clerk.com/,vishal,engagement,high,no,Broken internal links detected,Observed on 7 sampled pages. http://127.0.0.1:42115/blog/series-c links to pages that return errors: http://127.0.0.1:42115/blog/company → HTTP 404,
clerk,https://clerk.com/,vishal,other,high,abstain,Missing H1 heading,http://127.0.0.1:42115/components/theme-editor has no <h1> tag. Visitors arriving from an AI answer cannot quickly confirm the page is relevant to their question.,
clerk,https://clerk.com/,vishal,other,high,abstain,No semantic headings at all,http://127.0.0.1:42115/components/theme-editor contains zero heading tags (h1–h6). The page lacks any structural cues for scanning.,
clerk,https://clerk.com/,vishal,other,high,abstain,Critically thin word count,http://127.0.0.1:42115/components/theme-editor contains only ~26 words of visible text. Pages with very little text provide minimal substance for AI retrieval and are unlikely to satisfy user queries.,
clerk,https://clerk.com/,vishal,crawlability,medium,no,Canonical points to a different URL,"Observed on 4 sampled pages. http://127.0.0.1:42115/ has <link rel='canonical' href='https://clerk.com'> which resolves to https://clerk.com, different from the fetched URL http://127.0.0.1:42115/. Crawlers may skip this page in favour of the canonical target.",
clerk,https://clerk.com/,vishal,rendering,medium,no,JSON-LD name not found in visible text,http://127.0.0.1:42115/components/theme-editor: JSON-LD declares name='Clerk' but this exact string does not appear in the visible page text. The structured data may be stale or describe a different entity.,
clerk,https://clerk.com/,vishal,freshness,medium,no,Inconsistent address across pages,"Observed on 3 sampled pages. Different values found across the site: http://127.0.0.1:42115/ shows 1 SMS Books TV Google X NatWest; http://127.0.0.1:42115/blog/series-c shows 2023 Read more Product; http://127.0.0.1:42115/pricing shows 10 dashboard, 2 Report Enhanced dashboard, 3 dashboard. AI assis",
clerk,https://clerk.com/,vishal,other,medium,abstain,Multiple H1 tags on a single page,"http://127.0.0.1:42115/ contains 6 <h1> elements: ""More than authentication, Complete User Management""; ""Join the waitlist""; ""Thanks for joining the waitlist"". Multiple H1s confuse AI systems about the primary topic of the page, potentially causing misclassification or reduced extraction accuracy.",
clerk,https://clerk.com/,vishal,crawlability,medium,no,Broken external links detected,Observed on 7 sampled pages. http://127.0.0.1:42115/ links to external pages that return errors: https://dashboard.clerk.com → HTTP 404. Broken outbound links undermine credibility and signal poor maintenance to crawlers.,
clerk,https://clerk.com/,vishal,rendering,medium,no,Page with Q&A content lacks FAQPage schema,"http://127.0.0.1:42115/ contains 6 question-style sentences (e.g., 'Clerk | Authentication and User Management Skip to main cont...') but no FAQPage JSON-LD schema. AI assistants specifically target FAQPage markup to extract direct question-answer pairs for conversational responses. Without the sche",
clerk,https://clerk.com/,vishal,engagement,medium,no,Deep page without breadcrumbs,Observed on 2 sampled pages. http://127.0.0.1:42115/blog/series-c is 2 levels deep but has no breadcrumb navigation. Visitors lose context about where they are in the site hierarchy.,
clerk,https://clerk.com/,vishal,other,medium,abstain,Heading hierarchy skips levels,"http://127.0.0.1:42115/pricing has heading hierarchy violations: Jumps from H1 to H3 ('Hobby'...) . Skipping heading levels reduces the clarity of page structure for AI content parsers and screen readers, potentially causing misextraction of document hierarchy.",
clerk,https://clerk.com/,vishal,other,medium,abstain,Very little informational text,http://127.0.0.1:42115/components/theme-editor contains only 0 <p> element(s). A first-time visitor may not find enough context to understand what the page offers.,
clerk,https://clerk.com/,vishal,entity_identity,medium,abstain,sameAs present but missing high-value profiles,"The homepage has sameAs links (Twitter/X, GitHub, LinkedIn, YouTube) but is missing links to key authoritative profiles: Crunchbase, Wikidata, Wikipedia. High-value profiles like Wikipedia and Wikidata are the primary sources AI systems use to verify entity identity.",
clerk,https://clerk.com/,vishal,structured_data,medium,no,Missing high-ROI schema types for AI answer generation,"Observed on 3 sampled pages. None of the sampled pages use schema types specifically optimised for AI answer generation: HowTo, QAPage, Speakable. These schema types directly enable AI assistants to extract and cite answers from the site. FAQPage lets AI cite specific Q&A pairs; HowTo generates step",
clerk,https://clerk.com/,vishal,other,low,abstain,Site does not use HTTPS,The target URL http://127.0.0.1:42115/ uses HTTP instead of HTTPS. AI systems and search engines strongly prefer HTTPS sites. Lack of HTTPS reduces trust signals and may cause content to be deprioritised or flagged as insecure.,
clerk,https://clerk.com/,vishal,crawlability,low,no,Lazy-loaded images without noscript fallback,Observed on 2 sampled pages. http://127.0.0.1:42115/ has 97 lazy-loaded images (loading='lazy') but no <noscript> fallback. Crawlers that do not execute JavaScript may not load these images.,
clerk,https://clerk.com/,vishal,structured_data,low,no,No speakable schema markup,No page in the sampled set uses Schema.org 'speakable' markup. Speakable identifies sections of content that are especially suitable for text-to-speech and voice assistant answers. Adding speakable markup makes the site's content more likely to be read aloud by voice assistants.,
clerk,https://clerk.com/,vishal,freshness,low,no,No machine-readable publication or modification date,"Observed on 3 sampled pages. http://127.0.0.1:42115/ has no <meta> tags for article:published_time, article:modified_time, or similar date properties. Machines cannot determine content freshness from metadata.",
clerk,https://clerk.com/,vishal,other,low,abstain,No hreflang tags for international content,"http://127.0.0.1:42115/ is the homepage but has no hreflang link elements. If the site targets users in multiple countries or languages, hreflang helps AI assistants serve the correct language/region version to each user (Appendix E: personalization signals).",
cmi,https://www.cmi.ac.in/,vishal,crawlability,critical,no,Page unreachable,Observed on 2 sampled pages. Failed to fetch http://127.0.0.1:34361/contact/: HTTP Error 404: File not found.,
cmi,https://www.cmi.ac.in/,vishal,rendering,high,no,No machine-readable structured data,"Observed on 4 sampled pages. http://127.0.0.1:34361/ has no JSON-LD scripts and no OpenGraph tags. Without structured data, AI systems must infer entity facts from unstructured text, which is error-prone.",
cmi,https://www.cmi.ac.in/,vishal,rendering,high,no,No sameAs links for entity disambiguation,"Observed on 3 sampled pages. No page in the sampled set contains JSON-LD 'sameAs' links pointing to authoritative external profiles (Wikipedia, Wikidata, LinkedIn, Crunchbase, social media accounts). AI assistants use sameAs to confirm entity identity and avoid confusing the brand with similarly-nam",
cmi,https://www.cmi.ac.in/,vishal,other,high,abstain,Missing H1 heading,Observed on 4 sampled pages. http://127.0.0.1:34361/ has no <h1> tag. Visitors arriving from an AI answer cannot quickly confirm the page is relevant to their question.,
cmi,https://www.cmi.ac.in/,vishal,other,high,abstain,No semantic headings at all,Observed on 4 sampled pages. http://127.0.0.1:34361/ contains zero heading tags (h1–h6). The page lacks any structural cues for scanning.,
cmi,https://www.cmi.ac.in/,vishal,engagement,high,abstain,Broken internal links detected,Observed on 5 sampled pages. http://127.0.0.1:34361/ links to pages that return errors: http://127.0.0.1:34361/admissions/ → HTTP 404,
cmi,https://www.cmi.ac.in/,vishal,entity_identity,high,no,No sameAs links — brand cannot be disambiguated by AI,"The homepage JSON-LD contains no 'sameAs' property linking to external authoritative profiles. AI assistants (ChatGPT, Gemini, Perplexity, etc.) use sameAs to anchor the brand entity to known external databases, preventing confusion with similarly-named entities. Without sameAs, the brand is at high",
cmi,https://www.cmi.ac.in/,vishal,entity_identity,high,no,No Organization/Brand JSON-LD schema on homepage,"The homepage has no Organization, Corporation, or LocalBusiness JSON-LD schema. This is the primary way to tell AI systems who the brand is, what it does, and how to identify it uniquely. Without this, AI assistants must guess the entity from unstructured text, leading to errors and omissions (Appen",
cmi,https://www.cmi.ac.in/,vishal,other,medium,abstain,Missing meta description,Observed on 4 sampled pages. http://127.0.0.1:34361/ has no <meta name='description'>. AI systems and search engines use this to understand page content at a glance.,
cmi,https://www.cmi.ac.in/,vishal,other,medium,abstain,Low quotability — no concrete extractable facts,"Observed on 4 sampled pages. http://127.0.0.1:34361/ contains ~269 words but no concrete, machine-extractable facts (numbers, prices, measurements, percentages, or dates). AI assistants prefer pages with specific, quotable data points they can cite directly in answers.",
cmi,https://www.cmi.ac.in/,vishal,other,medium,abstain,Duplicate page titles across site,Observed on 4 sampled pages. Multiple pages share identical <title> tags: 'Chennai Mathematical Institute' on 4 pages. Duplicate titles make it impossible for AI systems to distinguish between pages when selecting which to cite.,
cmi,https://www.cmi.ac.in/,vishal,rendering,medium,no,Missing viewport meta tag,"Observed on 4 sampled pages. http://127.0.0.1:34361/ does not include <meta name='viewport'>. The page may not render well on mobile devices, harming engagement for mobile users arriving from AI answers.",
cmi,https://www.cmi.ac.in/,vishal,other,medium,abstain,Missing lang attribute on <html> element,"Observed on 4 sampled pages. http://127.0.0.1:34361/ has no lang attribute on the <html> tag (e.g., lang='en'). AI systems and screen readers use the lang attribute to correctly interpret content. It also enables hreflang to work correctly for international visitors.",
cmi,https://www.cmi.ac.in/,vishal,entity_identity,medium,no,No contact information on homepage,"The homepage contains no phone number or email address in visible text. When users ask AI assistants for contact information about a brand, the assistant needs this data in directly readable text on a page it can access and cite. If contact info is only in an image or behind a contact form, it canno",
cmi,https://www.cmi.ac.in/,vishal,content_extraction,medium,abstain,No direct-answer content patterns detected,"Observed on 3 sampled pages. None of the sampled pages contain explicit question-and-answer style content. AI assistants specifically look for content that directly answers questions ('What is X?', 'How does X work?', 'Why should I use X?') because this is the format they cite in conversational resp",
cmi,https://www.cmi.ac.in/,vishal,other,low,abstain,Site does not use HTTPS,The target URL http://127.0.0.1:34361/ uses HTTP instead of HTTPS. AI systems and search engines strongly prefer HTTPS sites. Lack of HTTPS reduces trust signals and may cause content to be deprioritised or flagged as insecure.,
cmi,https://www.cmi.ac.in/,vishal,other,low,abstain,Low word count,"Observed on 3 sampled pages. http://127.0.0.1:34361/ contains ~269 words of visible text, which is below the 300-word threshold commonly associated with substantive content. The page may not provide enough context for AI systems to extract useful answers.",
cmi,https://www.cmi.ac.in/,vishal,other,low,abstain,No clear calls to action,Observed on 4 sampled pages. http://127.0.0.1:34361/ has no <button> elements or link-styled CTAs. Visitors may not know what action to take next.,
cmi,https://www.cmi.ac.in/,vishal,other,low,abstain,No hreflang tags for international content,"http://127.0.0.1:34361/ is the homepage but has no hreflang link elements. If the site targets users in multiple countries or languages, hreflang helps AI assistants serve the correct language/region version to each user (Appendix E: personalization signals).",
bombay-shaving,https://bombayshavingcompany.com/,vishal,crawlability,critical,no,Page unreachable,Observed on 4 sampled pages. Failed to fetch http://127.0.0.1:38595/collections/best-razor-cartridges: HTTP Error 404: File not found.,
bombay-shaving,https://bombayshavingcompany.com/,vishal,entity_identity,high,abstain,Inconsistent Entity Names,"http://127.0.0.1:38595/ uses multiple conflicting brand names: New Arrivals, Bombay Shaving Company, Bestsellers. This causes identity confusion for AI.",
bombay-shaving,https://bombayshavingcompany.com/,vishal,rendering,high,no,Inconsistent entity name in structured data,"Observed on 9 sampled pages. Different JSON-LD name values found across the site: 'Bombay Shaving Company' on http://127.0.0.1:38595/, http://127.0.0.1:38595/, http://127.0.0.1:38595/pages/razors-for-men, http://127.0.0.1:38595/products/sensi-smart-3; 'Bestsellers' on http://127.0.0.1:38595/; 'New A",
bombay-shaving,https://bombayshavingcompany.com/,vishal,engagement,high,no,Broken internal links detected,Observed on 4 sampled pages. http://127.0.0.1:38595/ links to pages that return errors: http://127.0.0.1:38595/pages/razor-for-mens → HTTP 404,
bombay-shaving,https://bombayshavingcompany.com/,vishal,crawlability,medium,no,Canonical points to a different URL,"Observed on 3 sampled pages. http://127.0.0.1:38595/ has <link rel='canonical' href='https://www.bombayshavingcompany.com/'> which resolves to https://www.bombayshavingcompany.com/, different from the fetched URL http://127.0.0.1:38595/. Crawlers may skip this page in favour of the canonical target.",
bombay-shaving,https://bombayshavingcompany.com/,vishal,crawlability,medium,no,Content embedded in iframes,Observed on 3 sampled pages. http://127.0.0.1:38595/ contains 2 <iframe> element(s). Content inside iframes is loaded from a separate URL and is typically invisible to crawlers processing the parent page's HTML.,
bombay-shaving,https://bombayshavingcompany.com/,vishal,rendering,medium,no,JSON-LD name not found in visible text,http://127.0.0.1:38595/: JSON-LD declares name='Premium Gifts' but this exact string does not appear in the visible page text. The structured data may be stale or describe a different entity.,
bombay-shaving,https://bombayshavingcompany.com/,vishal,freshness,medium,no,Inconsistent address across pages,"Observed on 3 sampled pages. Different values found across the site: http://127.0.0.1:38595/ shows 599 
       
      
        
          Save, 999 
       
      
        
          Save; http://127.0.0.1:38595/pages/razors-for-men shows 599 
       
      
        
          Save, 999 
       
   ",
bombay-shaving,https://bombayshavingcompany.com/,vishal,other,medium,abstain,Heading hierarchy skips levels,"Observed on 3 sampled pages. http://127.0.0.1:38595/ has heading hierarchy violations: Jumps from H2 to H5 (''...) . Skipping heading levels reduces the clarity of page structure for AI content parsers and screen readers, potentially causing misextraction of document hierarchy.",
bombay-shaving,https://bombayshavingcompany.com/,vishal,other,medium,abstain,Form inputs without associated labels,"Observed on 2 sampled pages. http://127.0.0.1:38595/ has 6 form input(s) but only 5 label(s) — approximately 1 input(s) may be unlabelled. Unlabelled inputs are inaccessible to screen readers and AI form parsers, and reduce the page's overall accessibility score.",
bombay-shaving,https://bombayshavingcompany.com/,vishal,engagement,medium,no,Deep page without breadcrumbs,Observed on 2 sampled pages. http://127.0.0.1:38595/pages/razors-for-men is 2 levels deep but has no breadcrumb navigation. Visitors lose context about where they are in the site hierarchy.,
bombay-shaving,https://bombayshavingcompany.com/,vishal,entity_identity,medium,abstain,sameAs present but missing high-value profiles,"The homepage has sameAs links (Twitter/X, Facebook, Instagram, YouTube) but is missing links to key authoritative profiles: Crunchbase, LinkedIn, Wikidata, Wikipedia. High-value profiles like Wikipedia and Wikidata are the primary sources AI systems use to verify entity identity.",
