site,site_url,agent,category,severity,adjudicator,title,evidence,human_verdict
bharat-forge,https://www.bharatforge.com/,vishal,crawlability,low,no,No accessible XML sitemap,"No valid XML sitemap was found via robots.txt Sitemap directives or the conventional /sitemap.xml path. Without a sitemap, crawlers must rely solely on link discovery, which may miss important pages.",
bharat-forge,https://www.bharatforge.com/,vishal,other,low,abstain,Site does not use HTTPS,The target URL http://127.0.0.1:44273/ uses HTTP instead of HTTPS. AI systems and search engines strongly prefer HTTPS sites. Lack of HTTPS reduces trust signals and may cause content to be deprioritised or flagged as insecure.,
bharat-forge,https://www.bharatforge.com/,vishal,crawlability,medium,no,Canonical points to a different URL,"http://127.0.0.1:44273/ has <link rel='canonical' href='https://www.bharatforge.com'> which resolves to https://www.bharatforge.com, different from the fetched URL http://127.0.0.1:44273/. Crawlers may skip this page in favour of the canonical target.",
bharat-forge,https://www.bharatforge.com/,vishal,crawlability,medium,no,Content embedded in iframes,http://127.0.0.1:44273/ contains 3 <iframe> element(s). Content inside iframes is loaded from a separate URL and is typically invisible to crawlers processing the parent page's HTML.,
chargebee,https://www.chargebee.com/,vishal,crawlability,low,no,No accessible XML sitemap,"No valid XML sitemap was found via robots.txt Sitemap directives or the conventional /sitemap.xml path. Without a sitemap, crawlers must rely solely on link discovery, which may miss important pages.",
chargebee,https://www.chargebee.com/,vishal,other,low,abstain,Site does not use HTTPS,The target URL http://127.0.0.1:41855/ uses HTTP instead of HTTPS. AI systems and search engines strongly prefer HTTPS sites. Lack of HTTPS reduces trust signals and may cause content to be deprioritised or flagged as insecure.,
chargebee,https://www.chargebee.com/,vishal,crawlability,medium,no,Canonical points to a different URL,"http://127.0.0.1:41855/ has <link rel='canonical' href='https://www.chargebee.com/'> which resolves to https://www.chargebee.com/, different from the fetched URL http://127.0.0.1:41855/. Crawlers may skip this page in favour of the canonical target.",
chargebee,https://www.chargebee.com/,vishal,rendering,medium,no,Significant hidden text content in raw HTML,"http://127.0.0.1:41855/ contains ~3265 characters of text hidden inside elements (2 with 'hidden' attribute, 3 with 'display:none', 29 with 'aria-hidden=true'). If important factual information is inside these elements, it may be inaccessible to crawlers and AI retrieval systems that process only vi",
chargebee,https://www.chargebee.com/,vishal,crawlability,low,no,Lazy-loaded images without noscript fallback,http://127.0.0.1:41855/ has 55 lazy-loaded images (loading='lazy') but no <noscript> fallback. Crawlers that do not execute JavaScript may not load these images.,
bikanervala,https://www.bikanervala.com/,vishal,crawlability,low,no,No accessible XML sitemap,"No valid XML sitemap was found via robots.txt Sitemap directives or the conventional /sitemap.xml path. Without a sitemap, crawlers must rely solely on link discovery, which may miss important pages.",
bikanervala,https://www.bikanervala.com/,vishal,other,low,abstain,Site does not use HTTPS,The target URL http://127.0.0.1:46767/ uses HTTP instead of HTTPS. AI systems and search engines strongly prefer HTTPS sites. Lack of HTTPS reduces trust signals and may cause content to be deprioritised or flagged as insecure.,
bikanervala,https://www.bikanervala.com/,vishal,crawlability,medium,no,Canonical points to a different URL,"http://127.0.0.1:46767/ has <link rel='canonical' href='https://bikanervala.com/'> which resolves to https://bikanervala.com/, different from the fetched URL http://127.0.0.1:46767/. Crawlers may skip this page in favour of the canonical target.",
beardo,https://beardo.in/,vishal,crawlability,low,no,No accessible XML sitemap,"No valid XML sitemap was found via robots.txt Sitemap directives or the conventional /sitemap.xml path. Without a sitemap, crawlers must rely solely on link discovery, which may miss important pages.",
beardo,https://beardo.in/,vishal,other,low,abstain,Site does not use HTTPS,The target URL http://127.0.0.1:37199/ uses HTTP instead of HTTPS. AI systems and search engines strongly prefer HTTPS sites. Lack of HTTPS reduces trust signals and may cause content to be deprioritised or flagged as insecure.,
beardo,https://beardo.in/,vishal,crawlability,medium,no,Canonical points to a different URL,"http://127.0.0.1:37199/ has <link rel='canonical' href='https://beardo.in/'> which resolves to https://beardo.in/, different from the fetched URL http://127.0.0.1:37199/. Crawlers may skip this page in favour of the canonical target.",
beardo,https://beardo.in/,vishal,rendering,medium,no,Significant hidden text content in raw HTML,"http://127.0.0.1:37199/ contains ~25460 characters of text hidden inside elements (2 with 'hidden' attribute, 228 with 'display:none', 460 with 'aria-hidden=true'). If important factual information is inside these elements, it may be inaccessible to crawlers and AI retrieval systems that process onl",
aiims,https://www.aiims.edu/,vishal,crawlability,low,no,No accessible XML sitemap,"No valid XML sitemap was found via robots.txt Sitemap directives or the conventional /sitemap.xml path. Without a sitemap, crawlers must rely solely on link discovery, which may miss important pages.",
aiims,https://www.aiims.edu/,vishal,other,low,abstain,Site does not use HTTPS,The target URL http://127.0.0.1:41111/index.php/en/ uses HTTP instead of HTTPS. AI systems and search engines strongly prefer HTTPS sites. Lack of HTTPS reduces trust signals and may cause content to be deprioritised or flagged as insecure.,
aiims,https://www.aiims.edu/,vishal,crawlability,medium,no,Content embedded in iframes,http://127.0.0.1:41111/index.php/en/ contains 2 <iframe> element(s). Content inside iframes is loaded from a separate URL and is typically invisible to crawlers processing the parent page's HTML.,
assocham,https://www.assocham.org/,vishal,crawlability,low,no,No accessible XML sitemap,"No valid XML sitemap was found via robots.txt Sitemap directives or the conventional /sitemap.xml path. Without a sitemap, crawlers must rely solely on link discovery, which may miss important pages.",
assocham,https://www.assocham.org/,vishal,other,low,abstain,Site does not use HTTPS,The target URL http://127.0.0.1:43103/ uses HTTP instead of HTTPS. AI systems and search engines strongly prefer HTTPS sites. Lack of HTTPS reduces trust signals and may cause content to be deprioritised or flagged as insecure.,
assocham,https://www.assocham.org/,vishal,crawlability,medium,no,Content embedded in iframes,http://127.0.0.1:43103/ contains 1 <iframe> element(s). Content inside iframes is loaded from a separate URL and is typically invisible to crawlers processing the parent page's HTML.,
assocham,https://www.assocham.org/,vishal,crawlability,low,no,Lazy-loaded images without noscript fallback,http://127.0.0.1:43103/ has 351 lazy-loaded images (loading='lazy') but no <noscript> fallback. Crawlers that do not execute JavaScript may not load these images.,
clerk,https://clerk.com/,vishal,crawlability,low,no,No accessible XML sitemap,"No valid XML sitemap was found via robots.txt Sitemap directives or the conventional /sitemap.xml path. Without a sitemap, crawlers must rely solely on link discovery, which may miss important pages.",
clerk,https://clerk.com/,vishal,other,low,abstain,Site does not use HTTPS,The target URL http://127.0.0.1:43639/ uses HTTP instead of HTTPS. AI systems and search engines strongly prefer HTTPS sites. Lack of HTTPS reduces trust signals and may cause content to be deprioritised or flagged as insecure.,
clerk,https://clerk.com/,vishal,crawlability,medium,no,Canonical points to a different URL,"http://127.0.0.1:43639/ has <link rel='canonical' href='https://clerk.com'> which resolves to https://clerk.com, different from the fetched URL http://127.0.0.1:43639/. Crawlers may skip this page in favour of the canonical target.",
clerk,https://clerk.com/,vishal,rendering,medium,no,Significant hidden text content in raw HTML,"http://127.0.0.1:43639/ contains ~1108 characters of text hidden inside elements (3 with 'hidden' attribute, 185 with 'aria-hidden=true'). If important factual information is inside these elements, it may be inaccessible to crawlers and AI retrieval systems that process only visible content. Sample ",
clerk,https://clerk.com/,vishal,crawlability,low,no,Lazy-loaded images without noscript fallback,http://127.0.0.1:43639/ has 97 lazy-loaded images (loading='lazy') but no <noscript> fallback. Crawlers that do not execute JavaScript may not load these images.,
bombay-shaving,https://bombayshavingcompany.com/,vishal,crawlability,low,no,No accessible XML sitemap,"No valid XML sitemap was found via robots.txt Sitemap directives or the conventional /sitemap.xml path. Without a sitemap, crawlers must rely solely on link discovery, which may miss important pages.",
bombay-shaving,https://bombayshavingcompany.com/,vishal,other,low,abstain,Site does not use HTTPS,The target URL http://127.0.0.1:43939/ uses HTTP instead of HTTPS. AI systems and search engines strongly prefer HTTPS sites. Lack of HTTPS reduces trust signals and may cause content to be deprioritised or flagged as insecure.,
bombay-shaving,https://bombayshavingcompany.com/,vishal,crawlability,medium,no,Canonical points to a different URL,"http://127.0.0.1:43939/ has <link rel='canonical' href='https://www.bombayshavingcompany.com/'> which resolves to https://www.bombayshavingcompany.com/, different from the fetched URL http://127.0.0.1:43939/. Crawlers may skip this page in favour of the canonical target.",
bombay-shaving,https://bombayshavingcompany.com/,vishal,rendering,medium,no,Significant hidden text content in raw HTML,"http://127.0.0.1:43939/ contains ~4198 characters of text hidden inside elements (1 with 'hidden' attribute, 7 with 'display:none', 134 with 'aria-hidden=true'). If important factual information is inside these elements, it may be inaccessible to crawlers and AI retrieval systems that process only v",
bombay-shaving,https://bombayshavingcompany.com/,vishal,crawlability,medium,no,Content embedded in iframes,http://127.0.0.1:43939/ contains 2 <iframe> element(s). Content inside iframes is loaded from a separate URL and is typically invisible to crawlers processing the parent page's HTML.,
bombay-shaving,https://bombayshavingcompany.com/,vishal,entity_identity,high,abstain,Inconsistent Entity Names,"http://127.0.0.1:43939/ uses multiple conflicting brand names: Premium Gifts, New Arrivals, Skin care. This causes identity confusion for AI.",
chumbak,https://www.chumbak.com/,vishal,crawlability,low,no,No accessible XML sitemap,"No valid XML sitemap was found via robots.txt Sitemap directives or the conventional /sitemap.xml path. Without a sitemap, crawlers must rely solely on link discovery, which may miss important pages.",
chumbak,https://www.chumbak.com/,vishal,other,low,abstain,Site does not use HTTPS,The target URL http://127.0.0.1:41015/ uses HTTP instead of HTTPS. AI systems and search engines strongly prefer HTTPS sites. Lack of HTTPS reduces trust signals and may cause content to be deprioritised or flagged as insecure.,
chumbak,https://www.chumbak.com/,vishal,crawlability,medium,no,Canonical points to a different URL,"http://127.0.0.1:41015/ has <link rel='canonical' href='https://www.chumbak.com/'> which resolves to https://www.chumbak.com/, different from the fetched URL http://127.0.0.1:41015/. Crawlers may skip this page in favour of the canonical target.",
chumbak,https://www.chumbak.com/,vishal,rendering,medium,no,Significant hidden text content in raw HTML,"http://127.0.0.1:41015/ contains ~8361 characters of text hidden inside elements (5 with 'hidden' attribute, 4 with 'display:none', 85 with 'aria-hidden=true'). If important factual information is inside these elements, it may be inaccessible to crawlers and AI retrieval systems that process only vi",
chumbak,https://www.chumbak.com/,vishal,crawlability,medium,no,Content embedded in iframes,http://127.0.0.1:41015/ contains 1 <iframe> element(s). Content inside iframes is loaded from a separate URL and is typically invisible to crawlers processing the parent page's HTML.,
cmi,https://www.cmi.ac.in/,vishal,crawlability,low,no,No accessible XML sitemap,"No valid XML sitemap was found via robots.txt Sitemap directives or the conventional /sitemap.xml path. Without a sitemap, crawlers must rely solely on link discovery, which may miss important pages.",
cmi,https://www.cmi.ac.in/,vishal,other,low,abstain,Site does not use HTTPS,The target URL http://127.0.0.1:43925/ uses HTTP instead of HTTPS. AI systems and search engines strongly prefer HTTPS sites. Lack of HTTPS reduces trust signals and may cause content to be deprioritised or flagged as insecure.,
cmc-vellore,https://www.cmch-vellore.edu/,vishal,crawlability,low,no,No accessible XML sitemap,"No valid XML sitemap was found via robots.txt Sitemap directives or the conventional /sitemap.xml path. Without a sitemap, crawlers must rely solely on link discovery, which may miss important pages.",
cmc-vellore,https://www.cmch-vellore.edu/,vishal,other,low,abstain,Site does not use HTTPS,The target URL http://127.0.0.1:46745/ uses HTTP instead of HTTPS. AI systems and search engines strongly prefer HTTPS sites. Lack of HTTPS reduces trust signals and may cause content to be deprioritised or flagged as insecure.,
cred,https://cred.club/,vishal,crawlability,low,no,No accessible XML sitemap,"No valid XML sitemap was found via robots.txt Sitemap directives or the conventional /sitemap.xml path. Without a sitemap, crawlers must rely solely on link discovery, which may miss important pages.",
cred,https://cred.club/,vishal,other,low,abstain,Site does not use HTTPS,The target URL http://127.0.0.1:37727/ uses HTTP instead of HTTPS. AI systems and search engines strongly prefer HTTPS sites. Lack of HTTPS reduces trust signals and may cause content to be deprioritised or flagged as insecure.,
cred,https://cred.club/,vishal,crawlability,medium,no,Content embedded in iframes,http://127.0.0.1:37727/ contains 1 <iframe> element(s). Content inside iframes is loaded from a separate URL and is typically invisible to crawlers processing the parent page's HTML.,
cred,https://cred.club/,vishal,freshness,high,no,Stale Content,"http://127.0.0.1:37727/ contains outdated dates (e.g. updated credit score through a CIBIL score soft inquiry. you can access your credit score data anytime without any extra charges. as a member, this helps you keep regular checks on your credit score and re-evaluate your spending patterns to maint",
excalidraw,https://excalidraw.com/,vishal,crawlability,low,no,No accessible XML sitemap,"No valid XML sitemap was found via robots.txt Sitemap directives or the conventional /sitemap.xml path. Without a sitemap, crawlers must rely solely on link discovery, which may miss important pages.",
excalidraw,https://excalidraw.com/,vishal,other,low,abstain,Site does not use HTTPS,The target URL http://127.0.0.1:41895/ uses HTTP instead of HTTPS. AI systems and search engines strongly prefer HTTPS sites. Lack of HTTPS reduces trust signals and may cause content to be deprioritised or flagged as insecure.,
excalidraw,https://excalidraw.com/,vishal,crawlability,medium,no,Canonical points to a different URL,"http://127.0.0.1:41895/ has <link rel='canonical' href='https://excalidraw.com'> which resolves to https://excalidraw.com, different from the fetched URL http://127.0.0.1:41895/. Crawlers may skip this page in favour of the canonical target.",
excalidraw,https://excalidraw.com/,vishal,engagement,high,abstain,Poor Navigation Structure,http://127.0.0.1:41895/ has no <nav> element and only 0 internal links. This severely limits crawl depth.,
fabindia,https://www.fabindia.com/,vishal,crawlability,low,no,No accessible XML sitemap,"No valid XML sitemap was found via robots.txt Sitemap directives or the conventional /sitemap.xml path. Without a sitemap, crawlers must rely solely on link discovery, which may miss important pages.",
fabindia,https://www.fabindia.com/,vishal,other,low,abstain,Site does not use HTTPS,The target URL http://127.0.0.1:34275/ uses HTTP instead of HTTPS. AI systems and search engines strongly prefer HTTPS sites. Lack of HTTPS reduces trust signals and may cause content to be deprioritised or flagged as insecure.,
fabindia,https://www.fabindia.com/,vishal,crawlability,medium,no,Canonical points to a different URL,"http://127.0.0.1:34275/ has <link rel='canonical' href='http://127.0.0.1:4200/'> which resolves to http://127.0.0.1:4200/, different from the fetched URL http://127.0.0.1:34275/. Crawlers may skip this page in favour of the canonical target.",
fabindia,https://www.fabindia.com/,vishal,crawlability,medium,no,Content embedded in iframes,http://127.0.0.1:34275/ contains 1 <iframe> element(s). Content inside iframes is loaded from a separate URL and is typically invisible to crawlers processing the parent page's HTML.,
fabindia,https://www.fabindia.com/,vishal,engagement,high,abstain,Poor Navigation Structure,http://127.0.0.1:34275/ has no <nav> element and only 0 internal links. This severely limits crawl depth.,
delhi-gov,https://delhi.gov.in/,vishal,crawlability,low,no,No accessible XML sitemap,"No valid XML sitemap was found via robots.txt Sitemap directives or the conventional /sitemap.xml path. Without a sitemap, crawlers must rely solely on link discovery, which may miss important pages.",
delhi-gov,https://delhi.gov.in/,vishal,other,low,abstain,Site does not use HTTPS,The target URL http://127.0.0.1:32963/ uses HTTP instead of HTTPS. AI systems and search engines strongly prefer HTTPS sites. Lack of HTTPS reduces trust signals and may cause content to be deprioritised or flagged as insecure.,
delhi-gov,https://delhi.gov.in/,vishal,rendering,medium,no,Significant hidden text content in raw HTML,"http://127.0.0.1:32963/ contains ~698 characters of text hidden inside elements (2 with 'display:none'). If important factual information is inside these elements, it may be inaccessible to crawlers and AI retrieval systems that process only visible content. Sample hidden text: 'NOTICE INVITING APPL",
delhi-gov,https://delhi.gov.in/,vishal,crawlability,medium,no,Content embedded in iframes,http://127.0.0.1:32963/ contains 1 <iframe> element(s). Content inside iframes is loaded from a separate URL and is typically invisible to crawlers processing the parent page's HTML.,
cry-india,https://www.cry.org/,vishal,crawlability,low,no,No accessible XML sitemap,"No valid XML sitemap was found via robots.txt Sitemap directives or the conventional /sitemap.xml path. Without a sitemap, crawlers must rely solely on link discovery, which may miss important pages.",
cry-india,https://www.cry.org/,vishal,other,low,abstain,Site does not use HTTPS,The target URL http://127.0.0.1:33913/ uses HTTP instead of HTTPS. AI systems and search engines strongly prefer HTTPS sites. Lack of HTTPS reduces trust signals and may cause content to be deprioritised or flagged as insecure.,
cry-india,https://www.cry.org/,vishal,crawlability,medium,no,Canonical points to a different URL,"http://127.0.0.1:33913/ has <link rel='canonical' href='https://www.cry.org/'> which resolves to https://www.cry.org/, different from the fetched URL http://127.0.0.1:33913/. Crawlers may skip this page in favour of the canonical target.",
cry-india,https://www.cry.org/,vishal,crawlability,medium,no,Content embedded in iframes,http://127.0.0.1:33913/ contains 7 <iframe> element(s). Content inside iframes is loaded from a separate URL and is typically invisible to crawlers processing the parent page's HTML.,
give-india,https://www.giveindia.org/,vishal,crawlability,low,no,No accessible XML sitemap,"No valid XML sitemap was found via robots.txt Sitemap directives or the conventional /sitemap.xml path. Without a sitemap, crawlers must rely solely on link discovery, which may miss important pages.",
give-india,https://www.giveindia.org/,vishal,other,low,abstain,Site does not use HTTPS,The target URL http://127.0.0.1:39087/ uses HTTP instead of HTTPS. AI systems and search engines strongly prefer HTTPS sites. Lack of HTTPS reduces trust signals and may cause content to be deprioritised or flagged as insecure.,
give-india,https://www.giveindia.org/,vishal,crawlability,medium,no,Canonical points to a different URL,"http://127.0.0.1:39087/ has <link rel='canonical' href='https://www.giveindia.org/'> which resolves to https://www.giveindia.org/, different from the fetched URL http://127.0.0.1:39087/. Crawlers may skip this page in favour of the canonical target.",
give-india,https://www.giveindia.org/,vishal,rendering,high,no,Very few crawlable links in raw HTML,"http://127.0.0.1:39087/ contains 2 internal links in raw HTML despite having 37372 bytes of content. Navigation or content may be rendered only via client-side JavaScript, making it invisible to crawlers that do not execute JS.",
finolex,https://www.finolex.com/,vishal,crawlability,low,no,No accessible XML sitemap,"No valid XML sitemap was found via robots.txt Sitemap directives or the conventional /sitemap.xml path. Without a sitemap, crawlers must rely solely on link discovery, which may miss important pages.",
finolex,https://www.finolex.com/,vishal,other,low,abstain,Site does not use HTTPS,The target URL http://127.0.0.1:42115/ uses HTTP instead of HTTPS. AI systems and search engines strongly prefer HTTPS sites. Lack of HTTPS reduces trust signals and may cause content to be deprioritised or flagged as insecure.,
finolex,https://www.finolex.com/,vishal,rendering,medium,no,Significant hidden text content in raw HTML,"http://127.0.0.1:42115/ contains ~34490 characters of text hidden inside elements (7 with 'display:none'). If important factual information is inside these elements, it may be inaccessible to crawlers and AI retrieval systems that process only visible content. Sample hidden text: 'Wires & cables Fan",
finolex,https://www.finolex.com/,vishal,crawlability,medium,no,Content embedded in iframes,http://127.0.0.1:42115/ contains 4 <iframe> element(s). Content inside iframes is loaded from a separate URL and is typically invisible to crawlers processing the parent page's HTML.,
ghmc,https://www.ghmc.gov.in/,vishal,crawlability,low,no,No accessible XML sitemap,"No valid XML sitemap was found via robots.txt Sitemap directives or the conventional /sitemap.xml path. Without a sitemap, crawlers must rely solely on link discovery, which may miss important pages.",
ghmc,https://www.ghmc.gov.in/,vishal,other,low,abstain,Site does not use HTTPS,The target URL http://127.0.0.1:45821/ uses HTTP instead of HTTPS. AI systems and search engines strongly prefer HTTPS sites. Lack of HTTPS reduces trust signals and may cause content to be deprioritised or flagged as insecure.,
fortis,https://www.fortishealthcare.com/,vishal,crawlability,low,no,No accessible XML sitemap,"No valid XML sitemap was found via robots.txt Sitemap directives or the conventional /sitemap.xml path. Without a sitemap, crawlers must rely solely on link discovery, which may miss important pages.",
fortis,https://www.fortishealthcare.com/,vishal,other,low,abstain,Site does not use HTTPS,The target URL http://127.0.0.1:33525/ uses HTTP instead of HTTPS. AI systems and search engines strongly prefer HTTPS sites. Lack of HTTPS reduces trust signals and may cause content to be deprioritised or flagged as insecure.,
fortis,https://www.fortishealthcare.com/,vishal,crawlability,medium,no,Canonical points to a different URL,"http://127.0.0.1:33525/ has <link rel='canonical' href='https://www.fortishealthcare.com/'> which resolves to https://www.fortishealthcare.com/, different from the fetched URL http://127.0.0.1:33525/. Crawlers may skip this page in favour of the canonical target.",
fortis,https://www.fortishealthcare.com/,vishal,crawlability,medium,no,Content embedded in iframes,http://127.0.0.1:33525/ contains 2 <iframe> element(s). Content inside iframes is loaded from a separate URL and is typically invisible to crawlers processing the parent page's HTML.,
greaves,https://greavescotton.com/,vishal,other,low,abstain,Site does not use HTTPS,The target URL http://127.0.0.1:39125/ uses HTTP instead of HTTPS. AI systems and search engines strongly prefer HTTPS sites. Lack of HTTPS reduces trust signals and may cause content to be deprioritised or flagged as insecure.,
greaves,https://greavescotton.com/,vishal,rendering,medium,no,Significant hidden text content in raw HTML,"http://127.0.0.1:39125/ contains ~1052 characters of text hidden inside elements (4 with 'hidden' attribute, 20 with 'aria-hidden=true'). If important factual information is inside these elements, it may be inaccessible to crawlers and AI retrieval systems that process only visible content. Sample h",
haldiram,https://www.haldirams.com/,vishal,crawlability,low,no,No accessible XML sitemap,"No valid XML sitemap was found via robots.txt Sitemap directives or the conventional /sitemap.xml path. Without a sitemap, crawlers must rely solely on link discovery, which may miss important pages.",
haldiram,https://www.haldirams.com/,vishal,other,low,abstain,Site does not use HTTPS,The target URL http://127.0.0.1:36587/ uses HTTP instead of HTTPS. AI systems and search engines strongly prefer HTTPS sites. Lack of HTTPS reduces trust signals and may cause content to be deprioritised or flagged as insecure.,
haldiram,https://www.haldirams.com/,vishal,rendering,medium,no,Significant hidden text content in raw HTML,"http://127.0.0.1:36587/ contains ~11773 characters of text hidden inside elements (8 with 'hidden' attribute, 2 with 'display:none', 89 with 'aria-hidden=true'). If important factual information is inside these elements, it may be inaccessible to crawlers and AI retrieval systems that process only v",
haldiram,https://www.haldirams.com/,vishal,crawlability,medium,no,Content embedded in iframes,http://127.0.0.1:36587/ contains 1 <iframe> element(s). Content inside iframes is loaded from a separate URL and is typically invisible to crawlers processing the parent page's HTML.,
goonj,https://goonj.org/,vishal,crawlability,low,no,No accessible XML sitemap,"No valid XML sitemap was found via robots.txt Sitemap directives or the conventional /sitemap.xml path. Without a sitemap, crawlers must rely solely on link discovery, which may miss important pages.",
goonj,https://goonj.org/,vishal,other,low,abstain,Site does not use HTTPS,The target URL http://127.0.0.1:35905/ uses HTTP instead of HTTPS. AI systems and search engines strongly prefer HTTPS sites. Lack of HTTPS reduces trust signals and may cause content to be deprioritised or flagged as insecure.,
goonj,https://goonj.org/,vishal,crawlability,medium,no,Canonical points to a different URL,"http://127.0.0.1:35905/ has <link rel='canonical' href='https://goonj.org/'> which resolves to https://goonj.org/, different from the fetched URL http://127.0.0.1:35905/. Crawlers may skip this page in favour of the canonical target.",
goonj,https://goonj.org/,vishal,non_text_facts,high,no,Multiple fact-bearing images missing alt text,"http://127.0.0.1:35905/ contains 46 fact-bearing images without alt attributes (e.g. data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E). If these images carry important information (text in images, infographics, product photos), that content is inv",
goonj,https://goonj.org/,vishal,crawlability,medium,no,Content embedded in iframes,http://127.0.0.1:35905/ contains 1 <iframe> element(s). Content inside iframes is loaded from a separate URL and is typically invisible to crawlers processing the parent page's HTML.,
imsc,https://www.imsc.res.in/,vishal,crawlability,low,no,No accessible XML sitemap,"No valid XML sitemap was found via robots.txt Sitemap directives or the conventional /sitemap.xml path. Without a sitemap, crawlers must rely solely on link discovery, which may miss important pages.",
imsc,https://www.imsc.res.in/,vishal,other,low,abstain,Site does not use HTTPS,The target URL http://127.0.0.1:44909/ uses HTTP instead of HTTPS. AI systems and search engines strongly prefer HTTPS sites. Lack of HTTPS reduces trust signals and may cause content to be deprioritised or flagged as insecure.,
imsc,https://www.imsc.res.in/,vishal,crawlability,medium,no,Canonical points to a different URL,"http://127.0.0.1:44909/ has <link rel='canonical' href='/institute_mathematical_sciences'> which resolves to http://127.0.0.1:44909/institute_mathematical_sciences, different from the fetched URL http://127.0.0.1:44909/. Crawlers may skip this page in favour of the canonical target.",
imsc,https://www.imsc.res.in/,vishal,structured_data,high,no,Missing Structured Data (JSON-LD),http://127.0.0.1:44909/ does not contain any JSON-LD structured data. This makes it harder for AI to extract entities.,
helpage-india,https://www.helpageindia.org/,vishal,crawlability,low,no,No accessible XML sitemap,"No valid XML sitemap was found via robots.txt Sitemap directives or the conventional /sitemap.xml path. Without a sitemap, crawlers must rely solely on link discovery, which may miss important pages.",
helpage-india,https://www.helpageindia.org/,vishal,other,low,abstain,Site does not use HTTPS,The target URL http://127.0.0.1:39921/ uses HTTP instead of HTTPS. AI systems and search engines strongly prefer HTTPS sites. Lack of HTTPS reduces trust signals and may cause content to be deprioritised or flagged as insecure.,
helpage-india,https://www.helpageindia.org/,vishal,crawlability,medium,no,Canonical points to a different URL,"http://127.0.0.1:39921/ has <link rel='canonical' href='https://www.helpageindia.org/'> which resolves to https://www.helpageindia.org/, different from the fetched URL http://127.0.0.1:39921/. Crawlers may skip this page in favour of the canonical target.",
helpage-india,https://www.helpageindia.org/,vishal,rendering,medium,no,Significant hidden text content in raw HTML,"http://127.0.0.1:39921/ contains ~1122 characters of text hidden inside elements (1 with 'display:none', 56 with 'aria-hidden=true'). If important factual information is inside these elements, it may be inaccessible to crawlers and AI retrieval systems that process only visible content. Sample hidde",
iisc,https://iisc.ac.in/,vishal,crawlability,low,no,No accessible XML sitemap,"No valid XML sitemap was found via robots.txt Sitemap directives or the conventional /sitemap.xml path. Without a sitemap, crawlers must rely solely on link discovery, which may miss important pages.",
